index,n_pico,location,peak_date,peak_magnitude,peak_magnitude_norm,bins_fd,bins_sturges,bins_scott,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
809,5,Denmark,2020-12-17,3164.88461804666,5.44421159961526,9,3,4,19.01,-35.0,2.0,1.0,DNK,Europe,123813,3332,992,10571,21298223.0,693926.0,573168.0,170643.0,2924.0,1818.0,1.2,76.0,13073.0,516.0,88762.0,,,839.0,144324.0,9137269.0,133887.0,1571786.0,23031.0,114624.0,19718.0,0.0291,34.4,tests performed,4.0,4.0,,,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,51.85,5813302,136.52,42.3,19677.0,12325.0,46682515.0,0.2,114767.0,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
815,11,Denmark,2022-02-05,43345.7963445746,74.5631249581986,32,10,13,10.98,-22.0,4849452.0,4558485.0,DNK,Europe,1966530,41320143,3863,20857,338281066.0,6741435.0,7107861.0,664.51,6021.0,3588.0,1.05,31.0,5333.0,1138.0,195758.0,,,2335.0,401665.0,60215802.0,114254.0,10358279.0,19654.0,153396.0,26387.0,0.2694,3.7,tests performed,13081178.0,4824759.0,4771651.0,3531786.0,3669.0,6259.0,225.02,83.0,82.08,60.75,1077.0,236.0,4.0,16.67,5813302,136.52,42.3,19677.0,12325.0,46682515.0,0.2,114767.0,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
818,2,Djibouti,2020-05-29,137.692839353865,1.37390991345878,3,1,2,37.61,-23.0,,,DJI,Africa,2914,92,20,1429,2907612.0,0.0,91798.0,19956.0,0.0,1425.0,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,1002197,41285.0,25.4,4213.0,2.38,2705406.0,22.5,258037.0,6.05,1.7,24.5,,1.4,67.11,524.0,,,,
824,8,Djibouti,2021-04-03,166.078962482833,1.65714886876366,4,1,2,30.91,-13.0,8029.0,0.0,DJI,Africa,8509,180,72,857,8490347.0,77829.0,179605.0,71842.0,0.0,855.0,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,1002197,41285.0,25.4,4213.0,2.38,2705406.0,22.5,258037.0,6.05,1.7,24.5,,1.4,67.11,524.0,,,,
827,11,Djibouti,2021-09-29,65.2758775194495,0.651327808000318,2,1,1,35.69,16.0,48574.0,26284.0,DJI,Africa,12705,71143,167,1143,12677148.0,68849.0,70987.0,166634.0,0.0,1.14,0.92,,,,,,,,,,,,,,,,,,,,,,,608.0,,,,,607.0,653.0,65.0,43.52,1002197,41285.0,25.4,4213.0,2.38,2705406.0,22.5,258037.0,6.05,1.7,24.5,,1.4,67.11,524.0,,,,
828,12,Djibouti,2022-01-12,85.8695915088829,0.856813495838472,2,1,1,35.69,18.0,119477.0,26284.0,DJI,Africa,14541,100286,189,0,14509123.0,125724.0,100066.0,188586.0,0.0,0.0,1.56,,,,,,,,,,,,,,,,,,,,,,,608.0,,,,,607.0,653.0,65.0,43.52,1002197,41285.0,25.4,4213.0,2.38,2705406.0,22.5,258037.0,6.05,1.7,24.5,,1.4,67.11,524.0,,,,
856,1,Dominican Republic,2020-07-26,1369.15875916619,1.24994934062199,3,1,2,89.42,-38.0,,,DOM,North America,62908,1436143,1063,11714,5743075.0,183682.0,131.11,97045.0,0.73,1069.0,1.08,,,,,,,,,244643.0,3867.0,22334.0,353.0,4023.0,367.0,357.0,2.8,samples tested,,,,,,,,,,,,,,78.7,10953714,222873.0,27.6,6981.0,4419.0,14600861.0,1.6,266653.0,8.2,8.5,19.1,55182.0,1.6,74.08,756.0,,,,
860,5,Dominican Republic,2021-01-18,1546.68842185532,1.41202191499187,3,1,2,87.03,-37.0,0.0,0.0,DOM,North America,194966,1669143,2448,3,17799077.0,168.71,152381.0,223486.0,1004.0,274.0,1.1,,,,,,,,,966545.0,5741.0,88239.0,524.0,6689.0,611.0,0.2495,4.0,samples tested,,,,,,,,,,,,,,70.37,10953714,222873.0,27.6,6981.0,4419.0,14600861.0,1.6,266653.0,8.2,8.5,19.1,55182.0,1.6,74.08,756.0,,,,
862,7,Dominican Republic,2021-06-02,1235.7869158016,1.12818986857024,3,1,2,79.86,-12.0,3432764.0,1201200.0,DOM,North America,295680,1344429,3637,3429,26993584.0,151455.0,122737.0,332034.0,274.0,313.0,1.11,,,,,,,,,,,,,5270.0,481.0,0.2551,3.9,samples tested,4625387.0,3424187.0,1201200.0,,168871.0,83439.0,42.23,31.26,10.97,,7617.0,51341.0,469.0,62.96,10953714,222873.0,27.6,6981.0,4419.0,14600861.0,1.6,266653.0,8.2,8.5,19.1,55182.0,1.6,74.08,756.0,,,,
864,9,Dominican Republic,2021-11-12,1027.21462510154,0.937777474472622,3,1,1,70.43,1.0,6824815.0,5460820.0,DOM,North America,393383,1014,4165,2429,35913207.0,105.9,92571.0,380236.0,639.0,222.0,1.03,,,,,,,,,,,,,8026.0,733.0,0.1263,7.9,samples tested,13556789.0,6816238.0,5460820.0,1279731.0,22398.0,20574.0,123.76,62.23,49.85,11.68,1878.0,5617.0,51.0,41.67,10953714,222873.0,27.6,6981.0,4419.0,14600861.0,1.6,266653.0,8.2,8.5,19.1,55182.0,1.6,74.08,756.0,,,,
865,10,Dominican Republic,2022-01-14,5731.80124049382,5.23274684777585,9,3,4,70.21,0.0,6974830.0,5740955.0,DOM,North America,489631,6378,4266,2,44699999.0,654938.0,582268.0,389457.0,639.0,183.0,1.36,,,,,,,,,,,,,8026.0,733.0,0.7947,1.3,samples tested,14326876.0,6966253.0,5740955.0,1609336.0,24531.0,17732.0,130.79,63.6,52.41,14.69,1619.0,1941.0,18.0,37.96,10953714,222873.0,27.6,6981.0,4419.0,14600861.0,1.6,266653.0,8.2,8.5,19.1,55182.0,1.6,74.08,756.0,,,,
876,10,Ecuador,2021-04-29,1970.1028130893,1.10132525171756,3,1,2,89.31,-44.0,1193052.0,240816.0,ECU,South America,380689,2185143,18552,83857,21281245.0,169215.0,122154.0,1037092.0,4584.0,4688.0,1.02,,,,,,,,,1227352.0,2662.0,68611.0,149.0,3936.0,0.22,383.0,2.6,people tested,1433868.0,1193052.0,240816.0,,70561.0,46286.0,8.02,6.67,1.35,,2587.0,39733.0,222.0,75.46,17888474,66939.0,28.1,7104.0,4458.0,10581936.0,3.6,140448.0,5.55,2.0,12.3,80635.0,1.5,77.01,759.0,,,,
881,15,Ecuador,2022-01-19,7816.47769333234,4.36956092136889,8,2,3,79.47,-7.0,14590485.0,13158219.0,ECU,South America,649557,8669429,34247,12143,36311482.0,582.61,484638.0,1914473.0,559.0,679.0,1.24,,,,,,,,,2222066.0,12874.0,124218.0,0.72,13741.0,768.0,669.0,1.5,people tested,29311690.0,14560322.0,13158219.0,2118921.0,94249.0,96608.0,163.86,81.39,73.56,11.85,5401.0,18018.0,101.0,60.65,17888474,66939.0,28.1,7104.0,4458.0,10581936.0,3.6,140448.0,5.55,2.0,12.3,80635.0,1.5,77.01,759.0,,,,
883,1,Egypt,2020-06-17,1508.40102945444,0.144679189936976,1,1,1,48.55,-33.0,,,EGY,Africa,49219,1562143,1850,72571,472087.0,13073.0,14983.0,17744.0,806.0,696.0,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,104258327,97999.0,25.3,5159.0,2891.0,10550206.0,1.3,525432.0,17.31,0.2,50.1,89827.0,1.6,71.99,707.0,,,,
885,3,Egypt,2021-01-01,1224.5031540551,0.117448954849918,1,1,1,40.66,-14.0,0.0,0.0,EGY,Africa,139471,1335,7687,54,1337744.0,13515.0,12805.0,73.73,537.0,518.0,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,104258327,97999.0,25.3,5159.0,2891.0,10550206.0,1.3,525432.0,17.31,0.2,50.1,89827.0,1.6,71.99,707.0,,,,
887,5,Egypt,2021-05-16,1167.19811715964,0.111952507847132,1,1,1,41.14,-21.0,1334635.0,267349.0,EGY,Africa,245721,1187286,14327,60429,2356848.0,11519.0,11388.0,137418.0,556.0,0.58,1.04,,,,,,,,,,,,,,,,,,,,,,,43110.0,,,,,413.0,38611.0,37.0,65.74,104258327,97999.0,25.3,5159.0,2891.0,10550206.0,1.3,525432.0,17.31,0.2,50.1,89827.0,1.6,71.99,707.0,,,,
891,9,Egypt,2022-02-06,2189.73756440161,0.210029992558926,1,1,1,27.55,20.0,39174879.0,28440704.0,EGY,Africa,439651,2280429,22936,47429,4216939.0,22.07,21873.0,219992.0,566.0,455.0,1.11,,,,,,,,,,,,,,,,,,67211589.0,39155636.0,28440704.0,,,308380.0,64.47,37.56,27.28,,2958.0,120425.0,116.0,43.52,104258327,97999.0,25.3,5159.0,2891.0,10550206.0,1.3,525432.0,17.31,0.2,50.1,89827.0,1.6,71.99,707.0,,,,
965,7,Estonia,2021-03-13,1431.91998232029,10.8054101178119,15,4,6,62.9,-39.0,132963.0,55977.0,EST,Europe,83872,1455429,710,9429,63290643.0,1196811.0,1098281.0,535773.0,11319.0,7115.0,1.08,69.0,52068.0,714.0,538791.0,,,,,1036839.0,5081.0,782409.0,3834.0,7224.0,5451.0,0.2015,5.0,tests performed,185671.0,132963.0,55979.0,1467.0,5502.0,5782.0,14.01,10.03,4.22,0.11,4363.0,4538.0,342.0,67.59,1325188,31033.0,42.7,19452.0,13491.0,29481252.0,0.5,255569.0,4.02,24.5,39.3,,4.69,78.74,892.0,,,,
966,8,Estonia,2021-10-30,1630.87013792844,12.3067077118751,17,4,6,46.5,-15.0,795128.0,747421.0,EST,Europe,192092,1691429,1516,8857,144954527.0,1426967.0,1276369.0,1143989.0,10565.0,6684.0,1.15,53.0,39994.0,601.0,453521.0,,,,,2147897.0,7545.0,1620824.0,5694.0,8157.0,6155.0,0.2074,4.8,tests performed,1475790.0,794618.0,759206.0,68861.0,2296.0,6405.0,111.36,59.96,57.29,5.2,4833.0,2044.0,154.0,32.41,1325188,31033.0,42.7,19452.0,13491.0,29481252.0,0.5,255569.0,4.02,24.5,39.3,,4.69,78.74,892.0,,,,
967,9,Estonia,2022-02-04,6339.11185208301,47.8355663655497,29,9,11,51.87,-21.0,855589.0,804254.0,EST,Europe,366089,6654857,2053,4429,276254388.0,6038389.0,5021821.0,1549214.0,4528.0,3342.0,1.2,15.0,11319.0,408.0,307881.0,,,,,2905050.0,13862.0,2192.18,10.46,12717.0,9596.0,0.5233,1.9,tests performed,1929245.0,855075.0,834650.0,423085.0,2210.0,2007.0,145.58,64.52,62.98,31.93,1515.0,161.0,12.0,54.63,1325188,31033.0,42.7,19452.0,13491.0,29481252.0,0.5,255569.0,4.02,24.5,39.3,,4.69,78.74,892.0,,,,
975,7,Eswatini,2021-01-14,221.201820669959,1.88679349820713,4,2,2,53.18,-29.0,0.0,0.0,SWZ,Africa,12327,222,335,9571,10514608.0,173154.0,189.36,285746.0,2559.0,8164.0,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,1172369,79492.0,21.5,3163.0,1845.0,7738975.0,,333436.0,3.94,1.7,16.5,24097.0,2.1,60.19,611.0,,,,
977,9,Eswatini,2021-08-09,684.801829412671,5.84117994771843,10,3,4,53.14,6.0,73612.0,62552.0,SWZ,Africa,31738,730,874,9714,27071681.0,578316.0,622671.0,745499.0,11089.0,8286.0,1.24,,,,,,,,,,,,,,,,,,136164.0,73612.0,62552.0,,,9965.0,11.61,6.28,5.34,,8500.0,4983.0,425.0,62.96,1172369,79492.0,21.5,3163.0,1845.0,7738975.0,,333436.0,3.94,1.7,16.5,24097.0,2.1,60.19,611.0,,,,
979,11,Eswatini,2021-12-15,895.832166626393,7.6412133605238,12,3,5,53.14,23.0,324400.0,293712.0,SWZ,Africa,56200,992429,1254,857,47937126.0,1253018.0,846516.0,1069629.0,0.0,731.0,1.69,,,,,,,,,,,,,,,,,,,,,,,5129.0,,,,,4375.0,2969.0,253.0,49.07,1172369,79492.0,21.5,3163.0,1845.0,7738975.0,,333436.0,3.94,1.7,16.5,24097.0,2.1,60.19,611.0,,,,
984,3,Ethiopia,2020-08-23,1442.39480148577,0.122365200382796,1,1,1,60.99,-10.0,,,ETH,Africa,40671,1542143,678,21429,345031.0,13896.0,13083.0,5752.0,136.0,182.0,1.23,,,,,,,,,757057.0,20153.0,6422.0,171.0,21085.0,179.0,0.0731,13.7,tests performed,,,,,,,,,,,,,,80.56,117876226,104957.0,19.8,3526.0,2063.0,1729927.0,26.7,182634.0,7.47,0.4,8.5,7.96,0.3,66.6,485.0,,,,
987,6,Ethiopia,2021-04-02,2035.87677267611,0.172713094214274,1,1,1,59.35,-13.0,0.0,0.0,ETH,Africa,211314,2099,2915,20857,1792677.0,19962.0,17807.0,24729.0,212.0,177.0,1.09,,,,,,,,,2374204.0,9017.0,20141.0,76.0,8198.0,0.07,256.0,3.9,tests performed,,,,,,,,,,,,,,43.52,117876226,104957.0,19.8,3526.0,2063.0,1729927.0,26.7,182634.0,7.47,0.4,8.5,7.96,0.3,66.6,485.0,,,,
988,7,Ethiopia,2021-08-31,1324.09712546886,0.112329446776559,1,1,1,45.77,12.0,2330700.0,2190858.0,ETH,Africa,308134,1448143,4675,13571,2614047.0,11232.0,12285.0,39.66,127.0,115.0,1.06,,,,,,,,,3239416.0,8430.0,27482.0,72.0,8581.0,73.0,0.1688,5.9,tests performed,2451950.0,,,,192.0,10613.0,2.08,,,,90.0,298.0,0.0,43.52,117876226,104957.0,19.8,3526.0,2063.0,1729927.0,26.7,182634.0,7.47,0.4,8.5,7.96,0.3,66.6,485.0,,,,
990,9,Ethiopia,2021-12-29,3543.18254055951,0.300585000113552,1,1,1,40.04,51.0,9452716.0,8885553.0,ETH,Africa,410445,4010571,6916,5143,3482.0,39872.0,34024.0,58672.0,42.0,44.0,1.61,,,,,,,,,,,,,9706.0,82.0,0.4132,2.4,tests performed,10903669.0,9344003.0,,,8733.0,30057.0,9.25,7.93,,,255.0,15293.0,13.0,40.74,117876226,104957.0,19.8,3526.0,2063.0,1729927.0,26.7,182634.0,7.47,0.4,8.5,7.96,0.3,66.6,485.0,,,,
1058,11,Fiji,2021-07-29,958.869897503833,10.6199020876514,15,4,6,55.73,-37.0,463120.0,112910.0,FJI,Oceania,27497,876571,227,9429,30454126.0,1440914.0,970841.0,251412.0,9968.0,10443.0,1.08,,,,,,,,,312913.0,3170.0,346565.0,3511.0,3172.0,3513.0,,,tests performed,,,,,,11112.0,,,,,12307.0,6975.0,773.0,67.59,902899,49562.0,28.6,6224.0,3284.0,8702975.0,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,743.0,,,,
1060,13,Fiji,2022-01-08,356.005325769267,3.94291416613893,7,2,3,72.2,-9.0,670740.0,610881.0,FJI,Oceania,57257,444286,709,1286,63414623.0,1780.93,492066.0,785248.0,5538.0,1424.0,1.61,,,,,,,,,,,,,689.0,763.0,,,tests performed,,,,,,358.0,,,,,397.0,101.0,11.0,90.74,902899,49562.0,28.6,6224.0,3284.0,8702975.0,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,743.0,,,,
1076,12,Finland,2022-03-13,8325.64796130863,15.0055988810184,18,5,7,48.87,-9.0,4484531.0,4215459.0,FIN,Europe,734262,8927,2653,11714,132338541.0,0.0,1608944.0,478159.0,0.0,2111.0,1.33,36.0,6488.0,807.0,145448.0,,,,,10179034.0,8875.0,1834602.0,1.6,15209.0,2741.0,481.0,2.1,tests performed,,,,,,11641.0,,,,,2098.0,3329.0,0.06,24.07,5548361,18136.0,42.8,21228.0,13264.0,40585721.0,,153507.0,5.76,18.3,22.6,,3.28,81.91,938.0,4087.6,3.34,10.19,736.7220698
1083,5,France,2020-11-02,50942.0830667008,7.55570630754068,12,3,5,75.83,-45.0,,,FRA,Europe,1557975,50467571,37448,348,23107813.0,1553009.0,748533.0,555427.0,6215.0,5162.0,1.34,3721.0,55.19,25120.0,372579.0,2678.0,39.72,17683.0,262273.0,20674774.0,435976.0,306647.0,6466.0,310928.0,4612.0,155.0,6.5,people tested,,,,,,,,,,,,,,78.7,67422000,122578.0,42.0,19718.0,13079.0,38605671.0,,86.06,4.77,30.1,35.6,,5.98,82.66,901.0,,,,
1089,11,France,2022-01-22,342252.589995908,50.7627465806277,30,9,11,59.79,-18.0,53780140.0,50553332.0,FRA,Europe,16442319,356906857,128580,235,243871718.0,5774376.0,5293626.0,1907093.0,2477.0,3486.0,1.13,3746.0,55.56,28515.0,422933.0,2015.0,29886.0,18664.0,276824.0,225678397.0,1025505.0,3347252.0,15.21,1279314.0,18975.0,281.0,3.6,people tested,134983446.0,53919615.0,51199195.0,30943767.0,295197.0,360177.0,200.21,79.97,75.94,45.9,5342.0,26633.0,0.04,66.67,67422000,122578.0,42.0,19718.0,13079.0,38605671.0,,86.06,4.77,30.1,35.6,,5.98,82.66,901.0,,,,
1090,12,France,2022-04-02,135009.986588436,20.0246190543793,21,6,8,25.72,-10.0,54117354.0,50870313.0,FRA,Europe,25948919,139528571,142544,120571,384873172.0,1959509.0,2069481.0,2114206.0,1009.0,1788.0,1.11,1523.0,22589.0,22113.0,327979.0,897.0,13304.0,10184.0,151049.0,260248604.0,363212.0,3859995.0,5387.0,477259.0,7079.0,0.29,3.4,people tested,142502754.0,54338683.0,52704214.0,36539700.0,23247.0,36667.0,211.36,80.59,78.17,54.2,544.0,1602.0,2.0,23.15,67422000,122578.0,42.0,19718.0,13079.0,38605671.0,,86.06,4.77,30.1,35.6,,5.98,82.66,901.0,,,,
1107,2,Gabon,2020-06-18,111.229247288848,0.488098261382701,2,1,1,86.45,-23.0,,,GAB,Africa,4340,125286,32,1286,1904487.0,48709.0,54978.0,14042.0,878.0,564.0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,2278829,7859.0,23.1,4.45,2976.0,16562413.0,3.4,259967.0,7.2,,,,6.3,66.47,703.0,,,,
1113,8,Gabon,2021-03-09,151.379297741587,0.664285463023276,2,1,1,57.72,-19.0,0.0,0.0,GAB,Africa,16015,166571,91,571,7027732.0,0.0,73095.0,39933.0,0.0,251.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,2278829,7859.0,23.1,4.45,2976.0,16562413.0,3.4,259967.0,7.2,,,,6.3,66.47,703.0,,,,
1116,11,Gabon,2021-10-03,209.284702802404,0.918387043531586,3,1,1,74.94,17.0,108742.0,79092.0,GAB,Africa,30648,217429,190,1714,13449013.0,0.0,95412.0,83376.0,0.0,752.0,1.23,,,,,,,,,,,,,2379.0,1044.0,0.0914,10.9,tests performed,,,,,,579.0,,,,,254.0,321.0,14.0,55.56,2278829,7859.0,23.1,4.45,2976.0,16562413.0,3.4,259967.0,7.2,,,,6.3,66.47,703.0,,,,
1117,12,Gabon,2021-12-31,353.687720009763,1.55205906195578,3,1,2,35.12,31.0,277258.0,198804.0,GAB,Africa,41798,537,288,286,18341876.0,318146.0,235647.0,126381.0,0.0,125.0,0.98,,,,,,,,,,,,,1730.0,759.0,0.3104,3.2,tests performed,,,,,,3128.0,,,,,1373.0,1701.0,75.0,41.67,2278829,7859.0,23.1,4.45,2976.0,16562413.0,3.4,259967.0,7.2,,,,6.3,66.47,703.0,,,,
1123,4,Gambia,2020-08-17,101.302731004938,0.407339353610236,2,1,1,53.98,-9.0,,,GMB,Africa,1872,91,63,5714,752733.0,0.0,36591.0,25332.0,0.0,2298.0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.78,2486937,207566.0,17.5,2339.0,1417.0,1561767.0,10.1,331.43,1.91,0.7,31.2,7876.0,1.1,62.05,496.0,,,,
1127,8,Gambia,2021-03-17,31.6258386022345,0.127167831763468,1,1,1,42.3,-2.0,0.0,0.0,GMB,Africa,5085,41857,158,714,2044684.0,26539.0,16831.0,63532.0,2011.0,287.0,0.97,,,,,,,,,,,,,,,,,,,,,,,281.0,,,,,113.0,281.0,11.0,44.44,2486937,207566.0,17.5,2339.0,1417.0,1561767.0,10.1,331.43,1.91,0.7,31.2,7876.0,1.1,62.05,496.0,,,,
1130,11,Gambia,2021-08-03,92.3923207409935,0.371510499626623,2,1,1,42.3,18.0,99235.0,78822.0,GMB,Africa,8296,137571,227,2714,3335.83,236033.0,55318.0,91277.0,6032.0,1091.0,0.93,,,,,,,,,91122.0,,36.64,,535.0,215.0,0.2571,3.9,tests performed,,,,,,3615.0,,,,,1454.0,3578.0,144.0,33.33,2486937,207566.0,17.5,2339.0,1417.0,1561767.0,10.1,331.43,1.91,0.7,31.2,7876.0,1.1,62.05,496.0,,,,
1132,13,Gambia,2022-01-09,71.3902030616495,0.287060762140937,1,1,1,42.3,29.0,290826.0,273376.0,GMB,Africa,10792,88857,343,0,4339475.0,0.0,35.73,137921.0,0.0,0.0,0.48,,,,,,,,,,,,,169.0,68.0,0.5258,1.9,tests performed,,,,,,2299.0,,,,,924.0,2283.0,92.0,13.89,2486937,207566.0,17.5,2339.0,1417.0,1561767.0,10.1,331.43,1.91,0.7,31.2,7876.0,1.1,62.05,496.0,,,,
1141,6,Georgia,2020-12-03,4130.87951327374,10.3796862616881,15,4,6,72.26,-41.0,0.0,0.0,GEO,Asia,147636,4135143,1387,37571,37096588.0,1070413.0,1039.04,348512.0,11307.0,9441.0,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,3979773,65032.0,38.7,14864.0,10244.0,9745079.0,4.2,496218.0,7.11,5.3,55.5,,2.6,73.77,812.0,,,,
1143,8,Georgia,2021-08-16,4678.00829222032,11.7544600966445,16,4,6,44.3,-6.0,597522.0,245207.0,GEO,Asia,484254,4872143,6436,44,121678799.0,672.4,1224226.0,1617178.0,7538.0,11056.0,1.16,,,,,,,,,5810351.0,25730.0,1459.97,6465.0,43925.0,11037.0,0.1109,9.0,tests performed,831815.0,586608.0,245207.0,,,23831.0,20.9,14.74,6.16,,5988.0,17978.0,452.0,50.93,3979773,65032.0,38.7,14864.0,10244.0,9745079.0,4.2,496218.0,7.11,5.3,55.5,,2.6,73.77,812.0,,,,
1145,10,Georgia,2021-11-07,4543.68687366658,11.4169498452967,16,4,6,36.47,2.0,1063312.0,952831.0,GEO,Asia,752855,4801143,10435,55714,189170337.0,1031215.0,1206386.0,2622009.0,16835.0,13999.0,1.08,,,,,,,,,8892722.0,37115.0,2234.48,9326.0,39289.0,9872.0,0.1222,8.2,tests performed,2005229.0,1052398.0,952831.0,,1266.0,4092.0,50.39,26.44,23.94,,1028.0,2050.0,52.0,47.22,3979773,65032.0,38.7,14864.0,10244.0,9745079.0,4.2,496218.0,7.11,5.3,55.5,,2.6,73.77,812.0,,,,
1146,11,Georgia,2022-02-05,19994.2505673656,50.2396758995189,30,9,11,44.92,-8.0,1534218.0,1226924.0,GEO,Asia,1295505,21428143,15174,37571,325522335.0,5812894.0,5384263.0,3812.78,8292.0,9441.0,1.25,,,,,,,,,,,,,46798.0,11759.0,0.4579,2.2,tests performed,2750228.0,1523304.0,1226924.0,,3087.0,6467.0,69.11,38.28,30.83,,1625.0,5273.0,132.0,50.0,3979773,65032.0,38.7,14864.0,10244.0,9745079.0,4.2,496218.0,7.11,5.3,55.5,,2.6,73.77,812.0,,,,
1154,6,Germany,2020-12-18,23412.550699842,2.79051481127466,5,2,3,63.34,-42.0,0.0,0.0,DEU,Europe,1439938,23980,24938,566857,17162454.0,402584.0,285815.0,297233.0,9.69,6756.0,1.12,4904.0,58.45,,,,,12258.0,146102.0,,,,,232939.0,2776.0,,,tests performed,,,,,,,,,,,,,,82.41,83900471,237016.0,46.6,21453.0,15957.0,45229245.0,,156139.0,8.31,28.2,33.1,,8.0,81.33,947.0,,,,
1158,10,Germany,2021-11-29,56210.6756514232,6.69968535116128,11,3,4,52.63,-13.0,59907880.0,56313407.0,DEU,Europe,5791060,57925,100956,261714,69022974.0,349986.0,690401.0,1203283.0,0.87,3119.0,1.12,4605.0,54886.0,,,2444.0,29.13,10933.0,130309.0,,,,,278953.0,3325.0,,,tests performed,124861343.0,60315130.0,58081881.0,10020108.0,636178.0,682592.0,148.82,71.89,69.23,11.94,8136.0,98565.0,117.0,63.89,83900471,237016.0,46.6,21453.0,15957.0,45229245.0,,156139.0,8.31,28.2,33.1,,8.0,81.33,947.0,,,,
1160,12,Germany,2022-03-24,224727.324874354,26.7849896664292,24,7,9,43.56,-9.0,63998880.0,60158947.0,DEU,Europe,19596530,229484143,127822,200286,233568772.0,3794818.0,2735195.0,1523496.0,3576.0,2387.0,1.07,2326.0,27723.0,,,1956.0,23313.0,11960.0,142.55,,,,,342618.0,4084.0,,,tests performed,175484681.0,64403683.0,64210706.0,50546687.0,183839.0,119918.0,209.16,76.76,76.53,60.25,1429.0,4933.0,6.0,48.15,83900471,237016.0,46.6,21453.0,15957.0,45229245.0,,156139.0,8.31,28.2,33.1,,8.0,81.33,947.0,,,,
1164,3,Ghana,2020-07-26,663.753697135426,0.209174026127534,1,1,1,56.98,-14.0,,,GHA,Africa,32969,757429,168,2857,1038979.0,35232.0,23869.0,5294.0,221.0,0.09,1.06,,,,,,,,,382752.0,4017.0,12062.0,127.0,3647.0,115.0,0.2077,4.8,tests performed,,,,,,,,,,,,,,52.78,31732128,126719.0,21.1,3385.0,1948.0,4227.63,12.0,298245.0,4.97,0.3,7.7,41047.0,0.9,64.07,611.0,,,,
1167,6,Ghana,2021-02-01,721.922455779479,0.227505213573914,1,1,1,67.71,-14.0,0.0,0.0,GHA,Africa,67010,696429,416,6286,2111.74,0.0,21947.0,13.11,0.0,198.0,1.18,,,,,,,,,792936.0,4410.0,24988.0,139.0,5054.0,159.0,0.1378,7.3,tests performed,,,,,,,,,,,,,,38.89,31732128,126719.0,21.1,3385.0,1948.0,4227.63,12.0,298245.0,4.97,0.3,7.7,41047.0,0.9,64.07,611.0,,,,
1171,10,Ghana,2021-08-23,508.994375521375,0.160403479880509,1,1,1,55.94,6.0,865422.0,601632.0,GHA,Africa,115102,552857,974,6286,3627302.0,16324.0,17423.0,30694.0,189.0,198.0,1.08,,,,,,,,,1593355.0,5933.0,50213.0,187.0,6005.0,189.0,0.0921,10.9,tests performed,,,,,,5590.0,,,,,176.0,0.0,0.0,44.44,31732128,126719.0,21.1,3385.0,1948.0,4227.63,12.0,298245.0,4.97,0.3,7.7,41047.0,0.9,64.07,611.0,,,,
