index,n_pico,location,peak_date,peak_magnitude,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2139,2,Oman,2020-07-14,1459.45941377681,77.43,-24,,,OMN,Asia,59568,1510.143,273,7,11404.119,265.92,289.112,52.265,2.68,1.34,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
2142,5,Oman,2021-04-16,1218.37897474692,82.77,-20,183699,19019,OMN,Asia,176668,1237.571,1821,10.571,33822.57,0,236.929,348.625,0,2.024,1.17,,,,,,,,,,,,,,,,,,,,,,,3138,,,,,601,3138,0.06,80.56,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
2143,6,Oman,2021-06-24,1948.39652452877,75.67,-13,785730,205881,OMN,Asia,256542,1974.143,2848,31.714,49114.213,361.069,377.944,545.241,6.126,6.072,1.16,,,,,,,,,,,,,,,,,,,,,,,30150,,,,,5772,27592,0.528,75,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
2146,9,Oman,2022-02-03,2116.61556470032,62.11,5,3191795,2972459,OMN,Asia,346041,2182,4158,3.429,66248.534,382.511,417.737,796.037,0.957,0.656,1.31,,,,,,,,,,,,,,,,,,,,,,,14829,,,,,2839,2117,0.041,57.41,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
2149,1,Pakistan,2020-06-14,5370.95956373863,57.34,-26,,,PAK,Asia,144478,5829.571,2729,94.571,641.554,53.61,25.886,12.118,0.79,0.42,1.25,,,,,,,,,868565,29546,3.857,0.131,26422,0.117,0.2206,4.5,tests performed,,,,,,,,,,,,,,61.11,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
2151,3,Pakistan,2020-12-04,3063.15366775019,44.15,3,0,0,PAK,Asia,413191,2976.429,8303,51.571,1834.774,13.85,13.217,36.869,0.191,0.229,1.08,,,,,,,,,5672166,44627,25.187,0.198,40750,0.181,0.073,13.7,tests performed,,,,,,,,,,,,,,64.35,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
2153,5,Pakistan,2021-04-20,5323.16701374427,55.63,-4,1673333,0,PAK,Asia,772381,5422.571,16600,120.857,3429.757,24.418,24.079,73.712,0.653,0.537,1.06,,,,,,,,,11272531,68002,50.056,0.302,63220,0.281,0.0858,11.7,tests performed,,,,,,53333,,,,,237,53333,0.024,78.24,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
2154,6,Pakistan,2021-08-05,4517.21525894823,46.59,24,28299814,9266521,PAK,Asia,1058405,4792,23702,58.143,4699.846,21.07,21.279,105.249,0.298,0.258,1.17,,,,,,,,,,,,,56707,0.252,0.0845,11.8,tests performed,35306892,28067624,,,1102839,1061556,15.68,12.46,,,4714,871365,0.387,70.37,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
2157,9,Pakistan,2022-01-26,6643.18712198391,40.48,47,104319527,80512728,PAK,Asia,1393887,6869.429,29162,17.143,6189.553,33.477,30.504,129.494,0.111,0.076,1.29,,,,,,,,,24691005,51063,109.64,0.227,56225,0.25,0.1222,8.2,tests performed,,,,,,534708,,,,,2374,199768,0.089,65.28,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
2184,5,Panama,2021-01-04,3271.95376197721,93.99,-65,0,0,PAN,North America,256230,3217.857,4197,43.571,58478.865,569.201,734.405,957.873,13.009,9.944,1.04,,,,,,,,,1339495,11022,305.71,2.516,11888,2.713,0.2707,3.7,tests performed,,,,,,,,,,,,,,76.85,4381583,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,
2187,8,Panama,2022-01-21,8618.24558887635,86.15,-19,3169050,2840645,PAN,North America,626890,9744.857,7574,10.571,143073.862,2723.445,2224.049,1728.599,2.054,2.413,1.32,,,,,,,,,4970406,32909,1134.386,7.511,27642,6.309,0.3525,2.8,tests performed,,,,,,36905,,,,,8423,4848,0.111,42.59,4381583,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,
2189,10,Panama,2022-05-24,3167.38040636615,69.17,-3,3169050,2978907,PAN,North America,835921,3668.429,8232,3.714,190780.592,884.612,837.238,1878.773,0.685,0.848,1.18,,,,,,,,,6153400,,1404.378,,14420,3.291,0.2544,3.9,tests performed,,,,,,5825,,,,,1329,408,0.009,30.56,4381583,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,
2241,5,Philippines,2020-08-14,4186.75690036829,86.15,-54,,,PHL,Asia,153660,4415.143,2442,39.143,1383.74,55.238,39.759,21.991,0.144,0.352,1.13,,,,,,,,,1903145,36674,17.138,0.33,32638,0.294,0.1353,7.4,people tested,,,,,,,,,,,,,,79.63,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
2245,9,Philippines,2021-04-09,10210.3261614755,86.42,-49,952131,95038,PHL,Asia,840554,9865.286,14520,171.429,7569.36,109.755,88.839,130.756,3.611,1.544,1.08,,,,,,,,,10145453,61506,91.362,0.554,48895,0.44,0.2018,5,people tested,,,,,,36537,,,,,329,24631,0.022,81.02,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
2247,11,Philippines,2021-09-12,20055.9093574956,84.92,-35,25833034,16794545,PHL,Asia,2227367,20911.857,35145,130.143,20057.893,192.225,188.316,316.488,1.504,1.172,1.08,,,,,,,,,18658987,61993,168.028,0.558,77248,0.696,0.2707,3.7,people tested,38746501,,16794545,,,415362,34.89,,15.12,,3740,202422,0.182,75.46,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
2248,12,Philippines,2022-01-16,30336.8343911611,80.37,-25,74210646,55195486,PHL,Asia,3205396,34278.429,52907,108.143,28865.243,333.346,308.684,476.438,0.441,0.974,1.45,,,,,,,,,24860536,52822,223.874,0.476,77143,0.695,0.4443,2.3,people tested,118944887,,55195486,4915091,,797265,107.11,,49.7,4.43,7180,149420,0.135,64.81,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
2254,5,Poland,2020-11-10,23485.5145511528,78.64,-34,,,POL,Europe,593592,25535.429,8375,324.714,15704.738,673.44,675.594,221.578,8.731,8.591,1.16,,,21640,572.532,,,,,,,,,64472,1.706,0.3961,2.5,tests performed,,,,,,,,,,,,,,75,37797000,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,
2256,7,Poland,2021-03-28,26170.4731483359,73.34,-28,3889970,1992611,POL,Europe,2250991,27491.571,51884,369.143,59554.753,774.294,727.348,1372.702,3.466,9.766,1.19,,,29071,769.135,,,,,,,,,87437,2.313,0.3144,3.2,tests performed,5882581,3889970,1992611,,,122343,15.56,10.29,5.27,,3237,92501,0.245,75.93,37797000,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,81536.5,15.3,45.36,2157.221473
2257,8,Poland,2021-12-01,23061.3086699784,50.66,2,20931123,19675255,POL,Europe,3569137,23286.857,84153,352.143,94429.108,769.267,616.103,2226.447,15.081,9.317,1.07,,,21332,564.383,,,,,,,,,94019,2.487,0.2477,4,tests performed,42033071,20876315,20456289,3123484,,146811,111.21,55.23,54.12,8.26,3884,24680,0.065,44.44,37797000,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,
2258,9,Poland,2022-01-31,44473.918646628,50.91,-9,22375211,21032698,POL,Europe,4886154,48405.571,105194,192.571,129273.593,885.705,1280.672,2783.131,0.873,5.095,1.24,,,15447,408.683,,,,,,,,,151091,3.997,0.3204,3.1,tests performed,51658515,22320403,21747458,10267126,94112,123353,136.67,59.05,57.54,27.16,3264,15785,0.042,45.37,37797000,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,
2262,4,Portugal,2020-11-16,5810.10450820418,82.89,-33,,,PRT,Europe,225672,6036,3472,73.286,22194.503,823.275,593.632,341.466,8.95,7.208,1.19,426,41.896,3040,298.979,,,,,4072707,37497,400.545,3.688,39061,3.842,0.1545,6.5,tests performed,,,,,,,,,,,,,,63.89,10167923,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,,3.39,82.05,0.864,,,,
2263,5,Portugal,2021-01-23,11677.0448683311,90.17,-60,233931,29625,PRT,Europe,624469,12150.429,10194,212.143,61415.591,1507.978,1194.976,1002.565,26.947,20.864,1.19,720,70.811,5922,582.42,,,,,6866929,63079,675.352,6.204,63284,6.224,0.192,5.2,tests performed,,,,,,20921,,,,,2058,15954,0.157,87.96,10167923,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,,3.39,82.05,0.864,,,,
2266,8,Portugal,2022-01-27,53459.5849979904,74.94,-18,9609500,9032930,PRT,Europe,2443524,54847,19744,42.429,240316.926,6462.087,5394.12,1941.793,4.032,4.173,1.18,147,14.457,2249,221.186,,,,,33752598,343411,3319.517,33.774,300415,29.545,0.1826,5.5,tests performed,,,,,,80149,,,,,7883,1651,0.016,35.19,10167923,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,,3.39,82.05,0.864,,,,
2268,10,Portugal,2022-05-26,24890.1708411097,54.14,0,9673781,9093354,PRT,Europe,4544317,21949.286,22926,29.143,446926.772,0,2158.679,2254.738,0,2.866,1.15,,,,,,,,,42536539,52655,4183.405,5.179,50542,4.971,0.4343,2.3,tests performed,,,,,,17135,,,,,1685,390,0.004,13.89,10167923,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,,3.39,82.05,0.864,,,,
2270,2,Qatar,2020-05-30,1770.98169008783,82.23,-41,,,QAT,Asia,55262,1864.143,36,2.143,18857.378,803.611,636.112,12.284,0,0.731,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33,2930524,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
2275,7,Qatar,2021-04-11,928.018394910769,85.07,-20,791057,445205,QAT,Asia,190025,943,333,4.286,64843.352,327.928,321.785,113.632,0.682,1.462,1.13,,,,,,,,,328208,14493,111.996,4.946,12330,4.207,,,tests performed,1079776,,,,17526,24132,36.85,,,,8235,12281,0.419,85.19,2930524,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
2277,9,Qatar,2022-01-15,3645.23391735465,77.18,-9,2488451,2339144,QAT,Asia,295221,4037,624,0.857,100740.004,1367.332,1377.569,212.931,0.341,0.292,1.32,,,,,,,,,4714999,39432,1608.927,13.456,38655,13.19,,,tests performed,5409304,,,,6033,18577,184.58,,,,6339,1246,0.043,69.44,2930524,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
2282,3,Romania,2020-11-15,8248.81094733365,84.45,-30,,,ROU,Europe,360281,8075.714,8926,149.571,18835.492,370.979,422.198,466.651,5.908,7.82,1.11,1169,61.115,,,,,,,,,,,30229,1.58,0.2672,3.7,tests performed,,,,,,,,,,,,,,66.67,19127772,85.129,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,16891.2,7.38,60.02,883.0720065
2284,5,Romania,2021-03-25,5511.48235732682,81.68,-26,1853223,883117,ROU,Europe,919794,5519.286,22719,120.286,48086.834,347.714,288.548,1187.749,7.319,6.289,1.09,1364,71.31,12668,662.283,,,,,6814013,,356.237,,32582,1.703,0.1694,5.9,tests performed,2736340,1853223,883117,,58886,52633,14.31,9.69,4.62,,2752,35153,0.184,63.89,19127772,85.129,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
2285,6,Romania,2021-10-18,14416.524273778,62.51,-17,6338749,5689257,ROU,Europe,1467401,14516.143,42042,344.714,76715.73,530.172,758.904,2197.956,13.645,18.022,1.11,1805,94.365,20003,1045.757,,,,,,,,,62159,3.25,0.2335,4.3,tests performed,11233327,,5689257,,62056,60387,58.73,,29.74,,3157,11061,0.058,55.56,19127772,85.129,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
2286,7,Romania,2022-02-02,27318.260317919,66.24,-20,8891673,7986889,ROU,Europe,2292345,29884.857,60242,73.714,119843.806,1871.729,1562.38,3149.452,6.274,3.854,1.24,1094,57.194,11875,620.825,,,,,,,,,86812,4.539,0.3442,2.9,tests performed,16465301,,7986889,,16185,17672,86.08,,41.76,,924,11061,0.058,47.22,19127772,85.129,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
2289,3,Russia,2020-12-21,27795.9908990787,67.44,-11,48643,85052,RUS,Europe,2850042,27634429,50723,553857,19532606,198181,189391,347627,3297,3796,1.03,,,,,,,,,86704613,312930,594225,2145,459935,3152,0.0601,16.6,tests performed,,,,,,3357,,,,,23,3357,2,47.69,145912022,8823,39.6,14178,9393,24765954,0.1,431297,6.18,23.4,58.3,,8.05,72.58,824,,,,
2293,7,Russia,2022-02-12,177274.930516075,49.37,-14,78683904,70894990,RUS,Europe,13728138,184927857,332727,673286,94085037,1384087,1267393,2280326,4914,4614,1.2,,,,,,,,,,,,,967948,6634,0.1911,5.2,tests performed,157657205,77847010,70894990,11052808,245443,287121,108.05,53.35,48.59,7.57,1968,105506,72,40.28,145912022,8823,39.6,14178,9393,24765954,0.1,431297,6.18,23.4,58.3,,8.05,72.58,824,,,,
2301,8,Rwanda,2021-01-25,290.638769317449,58.22,-59,0,0,RWA,Africa,13311,293.143,177,4.429,1002.597,25.308,22.08,13.332,0.226,0.334,1.25,,,,,,,,,830808,8293,62.577,0.625,5159,0.389,0.0568,17.6,samples tested,,,,,,,,,,,,,,74.07,13276517,494.869,20.3,2.974,1.642,1854.211,56,191.375,4.28,4.7,21,4.617,,69.02,0.543,,,,
2305,12,Rwanda,2021-07-20,1146.60181435578,58.22,-33,480856,295263,RWA,Africa,59141,1333.286,677,11.286,4454.557,68.241,100.424,50.992,0.829,0.85,1.14,,,,,,,,,,,,,17262,1.3,0.0772,12.9,samples tested,,,,,,12921,,,,,973,2302,0.017,54.63,13276517,494.869,20.3,2.974,1.642,1854.211,56,191.375,4.28,4.7,21,4.617,,69.02,0.543,,,,
2306,13,Rwanda,2022-01-02,1053.4625101543,58.22,48,7754483,5703437,RWA,Africa,113582,1222.143,1355,1.143,8555.105,69.898,92.053,102.06,0.301,0.086,1.48,,,,,,,,,4026937,16504,303.313,1.243,19478,1.467,0.0627,15.9,samples tested,,,,,,125475,,,,,9451,34788,0.262,80.56,13276517,494.869,20.3,2.974,1.642,1854.211,56,191.375,4.28,4.7,21,4.617,,69.02,0.543,,,,
2435,2,Saudi Arabia,2020-06-18,3929.0171660739,80.26,-32,,,SAU,Asia,145991,4281.429,1139,40.286,4130.962,134.604,121.147,32.229,1.358,1.14,1.14,,,,,,,,,1265587,26016,35.811,0.736,22093,0.625,0.1938,5.2,tests performed,,,,,,,,,,,,,,81.94,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
2440,7,Saudi Arabia,2021-06-29,1314.75446333707,79.5,-8,16145755,1561506,SAU,Asia,486106,1317.714,7804,14.429,13754.857,44.34,37.286,220.822,0.424,0.408,1.04,,,,,,,,,21902140,104573,619.743,2.959,97575,2.761,0.0135,74,tests performed,17671943,16110437,1561506,,184101,117795,50,45.59,4.42,,3333,108136,0.306,53.7,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
2443,10,Saudi Arabia,2022-01-18,5097.62538446687,71.16,5,25268976,23502788,SAU,Asia,626808,5517.857,8910,1.857,17736.161,166.182,156.133,252.117,0.057,0.053,1.35,,,,,,,,,35935167,212169,1016.822,6.004,172430,4.879,0.032,31.2,tests performed,54365950,25233658,23502788,5629504,175543,180963,153.83,71.4,66.5,15.93,5121,11720,0.033,75.93,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
2451,6,Senegal,2020-08-12,129.111498731699,55.59,-29,,,SEN,Africa,11587,149.857,242,3.429,673.807,12.037,8.714,14.073,0.233,0.199,1.13,,,,,,,,,127005,1842,7.386,0.107,1569,0.091,0.0955,10.5,tests performed,,,,,,,,,,,,,,32.41,17196308,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
2452,7,Senegal,2021-02-08,308.880859894383,61.37,-27,0,0,SEN,Africa,29057,304.286,689,7.286,1689.723,17.271,17.695,40.067,0.407,0.424,1.07,,,,,,,,,355408,2361,20.668,0.137,2255,0.131,0.1349,7.4,tests performed,,,,,,,,,,,,,,50.46,17196308,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
2453,8,Senegal,2021-07-22,808.315110443535,47.14,7,619772,262240,SEN,Africa,54820,935.714,1256,6.714,3187.894,30.414,54.414,73.039,0.582,0.39,1.23,,,,,,,,,630382,2125,36.658,0.124,3036,0.177,0.3082,3.2,tests performed,,,,,,6122,,,,,356,3523,0.02,28.7,17196308,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
2454,9,Senegal,2022-01-10,468.408459546132,34.15,11,1335223,969429,SEN,Africa,79766,543.857,1899,1.286,4638.554,27.68,31.626,110.431,0.058,0.075,1.57,,,,,,,,,956176,1986,55.604,0.115,2207,0.128,0.2464,4.1,tests performed,,,,,,2752,,,,,160,2090,0.012,26.85,17196308,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
2459,3,Serbia,2020-12-02,7041.93604584096,62.39,-33,0,0,SRB,Europe,191356,7249.714,1704,55.571,27847.587,1152.433,1055.034,247.979,7.567,8.087,1.14,270,39.292,7611,1107.611,,,,,1822488,22069,265.222,3.212,20010,2.912,0.3623,2.8,people tested,,,,,,,,,,,,,,60.19,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806,,,,
2460,4,Serbia,2021-03-22,4824.94358885935,55.78,-30,1321818,865018,SRB,Europe,555897,4998,4966,31.286,80898.377,694.021,727.347,722.69,4.657,4.553,1.07,236,34.345,5899,858.468,,,,,3277390,14474,476.951,2.106,16154,2.351,0.3094,3.2,people tested,2178930,1313912,865018,,9068,19802,31.71,19.12,12.59,,2882,9267,0.135,54.63,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806,,,,
2462,6,Serbia,2021-10-22,6686.89789361333,42,7,3114548,2927675,SRB,Europe,1085728,6860.143,9388,56,158003.431,1119.981,998.34,1366.213,8.295,8.15,1.03,278,40.457,6733,979.838,,,,,6120952,25161,890.768,3.662,22328,3.249,0.3072,3.3,people tested,,,,,,27789,,,,,4044,5571,0.081,40.74,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806,,,,
2463,7,Serbia,2022-01-27,16091.105659328,40.29,-1,3339861,3139469,SRB,Europe,1616584,16423.286,13417,33.714,235257.65,5346.249,2390.042,1952.544,11.206,4.906,1.21,142,20.665,3301,480.387,,,,,8010329,35974,1165.724,5.235,33337,4.851,0.4926,2,people tested,8389858,3331955,3242876,1815027,,4200,122.1,48.49,47.19,26.41,611,704,0.01,36.11,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806,,,,
2485,1,Sierra Leone,2020-05-21,27.1424673635742,27.04,-23,,,SLE,Africa,585,25.286,35,1.286,71.855,1.842,3.106,4.299,0.123,0.158,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.37,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
2489,5,Sierra Leone,2021-01-29,45.2453059524518,68.23,-6,0,0,SLE,Africa,3382,41.286,79,0.286,415.411,12.283,5.071,9.704,0.246,0.035,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
2493,9,Sierra Leone,2021-06-24,72.2865436291729,68.23,12,86713,16264,SLE,Africa,5155,86,87,0.714,633.188,23.583,10.563,10.686,0.368,0.088,1.44,,,,,,,,,,,,,,,,,,,,,,,1203,,,,,148,952,0.012,56.48,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
2497,13,Sierra Leone,2021-12-30,49.8199693276489,68.23,53,737859,378934,SLE,Africa,6983,53.286,123,0,857.721,11.3,6.545,15.108,0,0,1.48,,,,,,,,,,,,,,,,,,,,,,,1199,,,,,147,952,0.012,48.15,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
2521,4,Slovakia,2021-01-03,6106.22653461932,78.78,-59,30165,0,SVK,Europe,289150,6532.286,2317,77.714,53062.153,320.226,1198.745,425.195,12.295,14.261,1.08,249,45.694,2436,447.032,,,,,3275927,6513,601.168,1.195,53311,9.783,0.123,8.1,tests performed,30164,30163,,1,,,0.55,0.55,,0,,,,61.11,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,5566.1,10.18,86.85,1021.439569
2524,7,Slovakia,2021-11-27,10829.249202531,44.6,-28,2697308,2535470,SVK,Europe,1143068,11198.286,14228,58.571,209765.345,2176.805,2055.007,2610.992,9.359,10.748,1.08,586,107.537,3329,610.908,,,,,44698871,45711,8202.726,8.388,67887,12.458,0.164,6.1,tests performed,,,,,,22334,,,,,4099,4645,0.085,59.26,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,,,
2525,8,Slovakia,2022-02-10,21195.0895605937,38.37,-14,2828355,2658653,SVK,Europe,1794150,22028.143,18040,20.571,329245.936,5181.611,4042.403,3310.535,4.771,3.775,1.19,243,44.593,2311,424.094,,,,,48656458,70526,8928.986,12.942,68259,12.526,0.326,3.1,tests performed,,,,,,3743,,,,,687,289,0.005,46.3,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,,,
2563,2,South Africa,2020-07-16,11921.6002139536,81.31,-34,,,ZAF,Africa,324221,12268857,4669,135571,5399904,219.38,204338,77762,3597,2258,1.13,,,,,,,,,2324923,46796,38722,779,46336,772,0.2648,3.8,people tested,,,,,,,,,,,,,,80.56,60041996,46754,27.3,5344,3053,12294876,18.9,200.38,5.52,8.1,33.2,43993,2.32,64.13,709,,,,
2565,4,South Africa,2021-01-08,16694.3436809007,83.5,-34,0,2124,ZAF,Africa,1192570,16954714,32425,505429,19862264,366077,282381,540039,10259,8418,1.2,,,,,,,,,7043680,76202,117313,1269,54909,915,0.3088,3.2,people tested,,,,,,,,,,,,,,67.59,60041996,46754,27.3,5344,3053,12294876,18.9,200.38,5.52,8.1,33.2,43993,2.32,64.13,709,,,,
2567,6,South Africa,2021-07-05,18478.5257211827,84.84,-12,3466228,1208436,ZAF,Africa,2075409,19184286,62171,304714,34565956,208404,319514,1035459,5513,5075,1.15,,,,,,,,,13489570,39556,224669,659,68238,1137,0.2811,3.6,people tested,3466228,3466228,,,151950,96890,5.77,5.77,,,1614,96890,161,75,60041996,46754,27.3,5344,3053,12294876,18.9,200.38,5.52,8.1,33.2,43993,2.32,64.13,709,,,,
2569,8,South Africa,2021-12-14,19511.7575135724,73.54,11,18660904,15473473,ZAF,Africa,3204642,21917143,90172,24286,53373342,397339,365.03,1501815,0.4,404,1.42,,,,,,,,,20352343,68437,338968,1.14,73351,1222,0.2988,3.3,people tested,27298525,18530650,15473473,,109919,94176,45.47,30.86,25.77,,1569,68224,114,54.63,60041996,46754,27.3,5344,3053,12294876,18.9,200.38,5.52,8.1,33.2,43993,2.32,64.13,709,,,,
2570,9,South Africa,2022-05-10,6717.70838681161,53.07,27,21934550,18473107,ZAF,Africa,3852148,7135714,100559,26,64157561,125296,118845,1674811,433,433,1.24,,,,,,,,,24726029,32756,411812,546,28418,473,0.2511,4,people tested,35182056,21408366,18451136,2858722,53644,42128,58.6,35.66,30.73,4.76,702,14728,25,34.26,60041996,46754,27.3,5344,3053,12294876,18.9,200.38,5.52,8.1,33.2,43993,2.32,64.13,709,,,,
2597,3,South Sudan,2020-06-08,54.9078785200044,45.08,-19,,,SSD,Africa,1604,87.143,19,1.286,140.932,25.217,7.657,1.669,0.439,0.113,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.19,11381377,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,,,,
2604,10,South Sudan,2021-02-21,171.172028661527,43.8,-18,0,0,SSD,Africa,6583,167.143,86,1.714,578.401,14.585,14.686,7.556,0.088,0.151,0.96,,,,,,,,,104468,1514,9.179,0.133,872,0.077,0.1917,5.2,tests performed,,,,,,,,,,,,,,77.78,11381377,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,,,,
