index,n_pico,location,peak_date,peak_magnitude,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
731,6,Croatia,2021-11-12,5027.53418582879,29.9,5,2034043,1851543,HRV,Europe,528286,5458857,9774,53429,129429298,1579996,1337412,2394616,12985,13.09,1.16,,,2086,511067,,,,,3246065,,795281,,12912,3163,0.4228,2.4,people tested,3817390,2024193,1851543,,,20226,93.53,49.59,45.36,,4955,12162,298,35.19,4081657,73726,44,19724,13053,22669797,0.7,253782,5.59,34.3,39.9,,5.54,78.49,851,,,,
732,7,Croatia,2022-01-23,8294.98399840688,29.98,-1,2298594,2160679,HRV,Europe,877060,8517857,13407,41286,214878418,1738265,2086863,3284695,8.82,10115,1.15,,,1860,455697,,,1422,348334,4109897,14525,1006919,3559,18413,4511,0.4626,2.2,people tested,5046209,2288744,2196911,,1066,11820,123.63,56.07,53.82,,2896,1149,28,37.96,4081657,73726,44,19724,13053,22669797,0.7,253782,5.59,34.3,39.9,,5.54,78.49,851,17590.3,16.4,19.13,4309.597793
746,12,Cuba,2021-08-04,8899.12236519526,76.19,-13,4549702,2777719,CUB,North America,422614,9176571,3091,75857,37341646,827303,810.83,273117,8659,6703,1.09,,,,,,,,,,,,,,,,,,10616592,4539788,2777719,,138962,206753,93.81,40.11,24.54,,18268,147858,1306,65.28,11317498,110408,43.1,14738,9719,,,190968,8.27,17.1,53.3,85198,5.2,78.8,783,,,,
749,15,Cuba,2022-01-19,3144.98841711969,72.77,-4,10549618,9788341,CUB,North America,1008616,3316286,8348,2571,89120051,262.16,293023,737619,265,227,1.25,,,,,,,,,,,,,,,,,,33275888,10539704,9788341,4407695,130102,159219,294.02,93.13,86.49,38.95,14068,4089,36,29.63,11317498,110408,43.1,14738,9719,,,190968,8.27,17.1,53.3,85198,5.2,78.8,783,,,,
750,16,Cuba,2022-03-26,777.082859061397,44.41,9,10640456,9910122,CUB,North America,1086361,810714,8509,429,95989502,84559,71634,751845,88,38,1.13,,,,,,,,,,,,,,,,,,35335766,10630542,9910122,6242511,16126,12454,312.22,93.93,87.56,55.16,1100,837,7,29.63,11317498,110408,43.1,14738,9719,,,190968,8.27,17.1,53.3,85198,5.2,78.8,783,,,,
772,6,Cyprus,2021-04-22,771.940995187865,62.23,-26,170820,59488,CYP,Europe,59834,801571,296,2571,66778645,940843,894606,330355,0,2.87,1.14,38,42.41,296,330355,,,,,4826481,55566,5386667,62015,58625,65429,0.0137,73.1,tests performed,,,,,,4373,,,,,4881,3932,439,69.44,896005,127657,37.3,13416,8563,32415132,,141171,9.24,19.6,52.7,,3.4,80.98,887,,,,
773,7,Cyprus,2021-07-17,956.390453200379,55.18,-12,505592,424614,CYP,Europe,90917,992429,385,571,101469.3,1063.61,1107615,429685,1116,638,1.23,20,22321,203,226561,,,,,9169540,72874,10233804,81332,66010,73671,15,66.5,tests performed,925470,500856,424614,,,5480,103.29,55.9,47.39,,6116,3084,344,51.85,896005,127657,37.3,13416,8563,32415132,,141171,9.24,19.6,52.7,,3.4,80.98,887,,,,
774,8,Cyprus,2022-01-06,3839.90502499566,30.97,-20,654034,614792,CYP,Europe,192157,4339714,650,2,214459741,4215378,4843404,725442,0,2232,1.41,31,34598,235,262275,,,,,20027121,77255,22351573,86222,113489,126661,0.0382,26.2,tests performed,,,,,,3393,,,,,3787,526,59,45.37,896005,127657,37.3,13416,8563,32415132,,141171,9.24,19.6,52.7,,3.4,80.98,887,,,,
776,10,Cyprus,2022-03-26,4358.20205016617,53.21,-12,692970,651392,CYP,Europe,405706,4578286,932,2286,452794348,5772289,5109665,1040173,2232,2551,1.13,6,6696,169,188615,,,,,28016194,82488,31267899,92062,85617,95554,0.0535,18.7,tests performed,,,,,,28,,,,,31,80,9,38.89,896005,127657,37.3,13416,8563,32415132,,141171,9.24,19.6,52.7,,3.4,80.98,887,,,,
781,4,Czechia,2020-10-27,11755.1617037605,50.98,-42,,,CZE,Europe,284033,12869571,2547,132571,26484367,1460.48,1200.01,237492,16.97,12361,1.18,876,81682,6533,609163,611,56972,6382,595083,1723291,47498,160687,4429,40115,3.74,321,3.1,tests performed,,,,,,,,,,,,,,73.15,10724553,137176,43.3,19027,11.58,32605906,,227485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
782,5,Czechia,2021-01-06,10794.5014552974,51.48,-45,28349,4,CZE,Europe,776967,10763571,12436,143857,72447495,1616105,1003638,1159582,16691,13414,1.19,1154,107604,7404,690378,572,53336,6087,567576,4535223,69093,422882,6443,51141,4769,214,4.7,tests performed,28358,28354,4,,5847,2540,0.26,0.26,0,,237,2540,24,73.15,10724553,137176,43.3,19027,11.58,32605906,,227485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
783,6,Czechia,2021-03-03,11810.6542050628,54.69,-42,502932,256973,CZE,Europe,1269058,12100857,20941,179857,118332018,1567991,1128332,1952622,22379,16771,1.1,1628,151801,8477,790429,708,66017,6618,617089,8086344,118619,754003,11061,94414,8804,131,7.6,tests performed,759896,502921,256975,,35468,20122,7.09,4.69,2.4,,1876,16759,156,75,10724553,137176,43.3,19027,11.58,32605906,,227485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
785,8,Czechia,2021-11-26,17293.4198105017,35,-7,6647319,6248480,CZE,Europe,2089857,18863,32643,109143,194866583,2591.53,1758861,3043763,11189,10177,1.21,912,85039,6437,600211,433,40375,5029,468924,44059227,129734,4108258,12097,117150,10924,158,6.3,tests performed,13383561,6633560,6351994,780351,71532,47564,124.79,61.85,59.23,7.28,4435,16106,0.15,52.78,10724553,137176,43.3,19027,11.58,32605906,,227485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
786,9,Czechia,2022-01-31,33091.5844382139,31.51,-16,6942309,6525770,CZE,Europe,3013454,35664857,37209,22714,280986443,2239534,3325533,3469515,2331,2118,1.27,314,29279,2865,267144,212,19768,2858,266491,50465606,175359,4705614,16351,152259,14197,233,4.3,tests performed,17063049,6928591,6787829,3755275,30215,31481,159.1,64.6,63.29,35.02,2935,1765,16,41.67,10724553,137176,43.3,19027,11.58,32605906,,227485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
789,1,Democratic Republic of Congo,2020-06-02,129.513418242885,34.13,-24,,,COD,Africa,3326,131857,72,571,36004,1418,1427,779,0,6,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.56,92377986,35879,17,3.02,1745,808133,77.1,318949,6.1,,,4472,,60.68,0.48,,,,
794,6,Democratic Republic of Congo,2021-01-11,197.169783484287,37.33,-7,0,0,COD,Africa,19496,191857,619,2857,211046,0.65,2077,6701,87,31,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,92377986,35879,17,3.02,1745,808133,77.1,318949,6.1,,,4472,,60.68,0.48,,,,
797,9,Democratic Republic of Congo,2021-06-21,339.010902891531,45.78,1,46137,1685,COD,Africa,37926,322571,879,4714,410552,1267,3492,9515,0,51,1.15,,,,,,,,,,,,,,,,,,,,,,,1294,,,,,14,1092,1,41.67,92377986,35879,17,3.02,1745,808133,77.1,318949,6.1,,,4472,,60.68,0.48,,,,
801,13,Democratic Republic of Congo,2021-12-22,788.724452760815,39.76,58,217382,97680,COD,Africa,67298,766571,1126,1143,728507,0,8298,12189,0,12,1.05,,,,,,,,,,,,,,,,,,282310,217382,97680,,,3148,0.31,0.24,0.11,,34,2640,3,38.89,92377986,35879,17,3.02,1745,808133,77.1,318949,6.1,,,4472,,60.68,0.48,,,,
809,5,Denmark,2020-12-17,3164.88461804666,19.01,-35,2,1,DNK,Europe,123813,3332,992,10571,21298223,693926,573168,170643,2924,1818,1.2,76,13073,516,88762,,,839,144324,9137269,133887,1571786,23031,114624,19718,0.0291,34.4,tests performed,4,4,,,1,0,0,0,,,0,0,0,51.85,5813302,136.52,42.3,19677,12325,46682515,0.2,114767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
815,11,Denmark,2022-02-05,43345.7963445746,10.98,-22,4849452,4558485,DNK,Europe,1966530,41320143,3863,20857,338281066,6741435,7107861,664.51,6021,3588,1.05,31,5333,1138,195758,,,2335,401665,60215802,114254,10358279,19654,153396,26387,0.2694,3.7,tests performed,13081178,4824759,4771651,3531786,3669,6259,225.02,83,82.08,60.75,1077,236,4,16.67,5813302,136.52,42.3,19677,12325,46682515,0.2,114767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
818,2,Djibouti,2020-05-29,137.692839353865,37.61,-23,,,DJI,Africa,2914,92,20,1429,2907612,0,91798,19956,0,1425,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,1002197,41285,25.4,4213,2.38,2705406,22.5,258037,6.05,1.7,24.5,,1.4,67.11,524,,,,
824,8,Djibouti,2021-04-03,166.078962482833,30.91,-13,8029,0,DJI,Africa,8509,180,72,857,8490347,77829,179605,71842,0,855,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,1002197,41285,25.4,4213,2.38,2705406,22.5,258037,6.05,1.7,24.5,,1.4,67.11,524,,,,
827,11,Djibouti,2021-09-29,65.2758775194495,35.69,16,48574,26284,DJI,Africa,12705,71143,167,1143,12677148,68849,70987,166634,0,1.14,0.92,,,,,,,,,,,,,,,,,,,,,,,608,,,,,607,653,65,43.52,1002197,41285,25.4,4213,2.38,2705406,22.5,258037,6.05,1.7,24.5,,1.4,67.11,524,,,,
828,12,Djibouti,2022-01-12,85.8695915088829,35.69,18,119477,26284,DJI,Africa,14541,100286,189,0,14509123,125724,100066,188586,0,0,1.56,,,,,,,,,,,,,,,,,,,,,,,608,,,,,607,653,65,43.52,1002197,41285,25.4,4213,2.38,2705406,22.5,258037,6.05,1.7,24.5,,1.4,67.11,524,,,,
856,1,Dominican Republic,2020-07-26,1369.15875916619,89.42,-38,,,DOM,North America,62908,1436143,1063,11714,5743075,183682,131.11,97045,0.73,1069,1.08,,,,,,,,,244643,3867,22334,353,4023,367,357,2.8,samples tested,,,,,,,,,,,,,,78.7,10953714,222873,27.6,6981,4419,14600861,1.6,266653,8.2,8.5,19.1,55182,1.6,74.08,756,,,,
860,5,Dominican Republic,2021-01-18,1546.68842185532,87.03,-37,0,0,DOM,North America,194966,1669143,2448,3,17799077,168.71,152381,223486,1004,274,1.1,,,,,,,,,966545,5741,88239,524,6689,611,0.2495,4,samples tested,,,,,,,,,,,,,,70.37,10953714,222873,27.6,6981,4419,14600861,1.6,266653,8.2,8.5,19.1,55182,1.6,74.08,756,,,,
862,7,Dominican Republic,2021-06-02,1235.7869158016,79.86,-12,3432764,1201200,DOM,North America,295680,1344429,3637,3429,26993584,151455,122737,332034,274,313,1.11,,,,,,,,,,,,,5270,481,0.2551,3.9,samples tested,4625387,3424187,1201200,,168871,83439,42.23,31.26,10.97,,7617,51341,469,62.96,10953714,222873,27.6,6981,4419,14600861,1.6,266653,8.2,8.5,19.1,55182,1.6,74.08,756,,,,
864,9,Dominican Republic,2021-11-12,1027.21462510154,70.43,1,6824815,5460820,DOM,North America,393383,1014,4165,2429,35913207,105.9,92571,380236,639,222,1.03,,,,,,,,,,,,,8026,733,0.1263,7.9,samples tested,13556789,6816238,5460820,1279731,22398,20574,123.76,62.23,49.85,11.68,1878,5617,51,41.67,10953714,222873,27.6,6981,4419,14600861,1.6,266653,8.2,8.5,19.1,55182,1.6,74.08,756,,,,
865,10,Dominican Republic,2022-01-14,5731.80124049382,70.21,0,6974830,5740955,DOM,North America,489631,6378,4266,2,44699999,654938,582268,389457,639,183,1.36,,,,,,,,,,,,,8026,733,0.7947,1.3,samples tested,14326876,6966253,5740955,1609336,24531,17732,130.79,63.6,52.41,14.69,1619,1941,18,37.96,10953714,222873,27.6,6981,4419,14600861,1.6,266653,8.2,8.5,19.1,55182,1.6,74.08,756,,,,
876,10,Ecuador,2021-04-29,1970.1028130893,89.31,-44,1193052,240816,ECU,South America,380689,2185143,18552,83857,21281245,169215,122154,1037092,4584,4688,1.02,,,,,,,,,1227352,2662,68611,149,3936,0.22,383,2.6,people tested,1433868,1193052,240816,,70561,46286,8.02,6.67,1.35,,2587,39733,222,75.46,17888474,66939,28.1,7104,4458,10581936,3.6,140448,5.55,2,12.3,80635,1.5,77.01,759,,,,
881,15,Ecuador,2022-01-19,7816.47769333234,79.47,-7,14590485,13158219,ECU,South America,649557,8669429,34247,12143,36311482,582.61,484638,1914473,559,679,1.24,,,,,,,,,2222066,12874,124218,0.72,13741,768,669,1.5,people tested,29311690,14560322,13158219,2118921,94249,96608,163.86,81.39,73.56,11.85,5401,18018,101,60.65,17888474,66939,28.1,7104,4458,10581936,3.6,140448,5.55,2,12.3,80635,1.5,77.01,759,,,,
883,1,Egypt,2020-06-17,1508.40102945444,48.55,-33,,,EGY,Africa,49219,1562143,1850,72571,472087,13073,14983,17744,806,696,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,104258327,97999,25.3,5159,2891,10550206,1.3,525432,17.31,0.2,50.1,89827,1.6,71.99,707,,,,
885,3,Egypt,2021-01-01,1224.5031540551,40.66,-14,0,0,EGY,Africa,139471,1335,7687,54,1337744,13515,12805,73.73,537,518,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,104258327,97999,25.3,5159,2891,10550206,1.3,525432,17.31,0.2,50.1,89827,1.6,71.99,707,,,,
887,5,Egypt,2021-05-16,1167.19811715964,41.14,-21,1334635,267349,EGY,Africa,245721,1187286,14327,60429,2356848,11519,11388,137418,556,0.58,1.04,,,,,,,,,,,,,,,,,,,,,,,43110,,,,,413,38611,37,65.74,104258327,97999,25.3,5159,2891,10550206,1.3,525432,17.31,0.2,50.1,89827,1.6,71.99,707,,,,
891,9,Egypt,2022-02-06,2189.73756440161,27.55,20,39174879,28440704,EGY,Africa,439651,2280429,22936,47429,4216939,22.07,21873,219992,566,455,1.11,,,,,,,,,,,,,,,,,,67211589,39155636,28440704,,,308380,64.47,37.56,27.28,,2958,120425,116,43.52,104258327,97999,25.3,5159,2891,10550206,1.3,525432,17.31,0.2,50.1,89827,1.6,71.99,707,,,,
912,20,El Salvador,2022-02-14,958.520231487609,80.68,36,4560352,4231096,SLV,North America,147786,1811,4002,7.143,22671.78,1944.773,277.825,613.945,1.227,1.096,0.25,,,,,,,,,1334893,4677,204.785,0.717,4681,0.718,0.181,5.5,tests performed,,,,,,6743,,,,,1034,1054,0.016,32.41,6518500,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,,,,
965,7,Estonia,2021-03-13,1431.91998232029,62.9,-39,132963,55977,EST,Europe,83872,1455429,710,9429,63290643,1196811,1098281,535773,11319,7115,1.08,69,52068,714,538791,,,,,1036839,5081,782409,3834,7224,5451,0.2015,5,tests performed,185671,132963,55979,1467,5502,5782,14.01,10.03,4.22,0.11,4363,4538,342,67.59,1325188,31033,42.7,19452,13491,29481252,0.5,255569,4.02,24.5,39.3,,4.69,78.74,892,,,,
966,8,Estonia,2021-10-30,1630.87013792844,46.5,-15,795128,747421,EST,Europe,192092,1691429,1516,8857,144954527,1426967,1276369,1143989,10565,6684,1.15,53,39994,601,453521,,,,,2147897,7545,1620824,5694,8157,6155,0.2074,4.8,tests performed,1475790,794618,759206,68861,2296,6405,111.36,59.96,57.29,5.2,4833,2044,154,32.41,1325188,31033,42.7,19452,13491,29481252,0.5,255569,4.02,24.5,39.3,,4.69,78.74,892,,,,
967,9,Estonia,2022-02-04,6339.11185208301,51.87,-21,855589,804254,EST,Europe,366089,6654857,2053,4429,276254388,6038389,5021821,1549214,4528,3342,1.2,15,11319,408,307881,,,,,2905050,13862,2192.18,10.46,12717,9596,0.5233,1.9,tests performed,1929245,855075,834650,423085,2210,2007,145.58,64.52,62.98,31.93,1515,161,12,54.63,1325188,31033,42.7,19452,13491,29481252,0.5,255569,4.02,24.5,39.3,,4.69,78.74,892,,,,
975,7,Eswatini,2021-01-14,221.201820669959,53.18,-29,0,0,SWZ,Africa,12327,222,335,9571,10514608,173154,189.36,285746,2559,8164,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1172369,79492,21.5,3163,1845,7738975,,333436,3.94,1.7,16.5,24097,2.1,60.19,611,,,,
977,9,Eswatini,2021-08-09,684.801829412671,53.14,6,73612,62552,SWZ,Africa,31738,730,874,9714,27071681,578316,622671,745499,11089,8286,1.24,,,,,,,,,,,,,,,,,,136164,73612,62552,,,9965,11.61,6.28,5.34,,8500,4983,425,62.96,1172369,79492,21.5,3163,1845,7738975,,333436,3.94,1.7,16.5,24097,2.1,60.19,611,,,,
979,11,Eswatini,2021-12-15,895.832166626393,53.14,23,324400,293712,SWZ,Africa,56200,992429,1254,857,47937126,1253018,846516,1069629,0,731,1.69,,,,,,,,,,,,,,,,,,,,,,,5129,,,,,4375,2969,253,49.07,1172369,79492,21.5,3163,1845,7738975,,333436,3.94,1.7,16.5,24097,2.1,60.19,611,,,,
984,3,Ethiopia,2020-08-23,1442.39480148577,60.99,-10,,,ETH,Africa,40671,1542143,678,21429,345031,13896,13083,5752,136,182,1.23,,,,,,,,,757057,20153,6422,171,21085,179,0.0731,13.7,tests performed,,,,,,,,,,,,,,80.56,117876226,104957,19.8,3526,2063,1729927,26.7,182634,7.47,0.4,8.5,7.96,0.3,66.6,485,,,,
987,6,Ethiopia,2021-04-02,2035.87677267611,59.35,-13,0,0,ETH,Africa,211314,2099,2915,20857,1792677,19962,17807,24729,212,177,1.09,,,,,,,,,2374204,9017,20141,76,8198,0.07,256,3.9,tests performed,,,,,,,,,,,,,,43.52,117876226,104957,19.8,3526,2063,1729927,26.7,182634,7.47,0.4,8.5,7.96,0.3,66.6,485,,,,
988,7,Ethiopia,2021-08-31,1324.09712546886,45.77,12,2330700,2190858,ETH,Africa,308134,1448143,4675,13571,2614047,11232,12285,39.66,127,115,1.06,,,,,,,,,3239416,8430,27482,72,8581,73,0.1688,5.9,tests performed,2451950,,,,192,10613,2.08,,,,90,298,0,43.52,117876226,104957,19.8,3526,2063,1729927,26.7,182634,7.47,0.4,8.5,7.96,0.3,66.6,485,,,,
990,9,Ethiopia,2021-12-29,3543.18254055951,40.04,51,9452716,8885553,ETH,Africa,410445,4010571,6916,5143,3482,39872,34024,58672,42,44,1.61,,,,,,,,,,,,,9706,82,0.4132,2.4,tests performed,10903669,9344003,,,8733,30057,9.25,7.93,,,255,15293,13,40.74,117876226,104957,19.8,3526,2063,1729927,26.7,182634,7.47,0.4,8.5,7.96,0.3,66.6,485,,,,
1058,11,Fiji,2021-07-29,958.869897503833,55.73,-37,463120,112910,FJI,Oceania,27497,876571,227,9429,30454126,1440914,970841,251412,9968,10443,1.08,,,,,,,,,312913,3170,346565,3511,3172,3513,,,tests performed,,,,,,11112,,,,,12307,6975,773,67.59,902899,49562,28.6,6224,3284,8702975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,743,,,,
1060,13,Fiji,2022-01-08,356.005325769267,72.2,-9,670740,610881,FJI,Oceania,57257,444286,709,1286,63414623,1780.93,492066,785248,5538,1424,1.61,,,,,,,,,,,,,689,763,,,tests performed,,,,,,358,,,,,397,101,11,90.74,902899,49562,28.6,6224,3284,8702975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,743,,,,
1076,12,Finland,2022-03-13,8325.64796130863,48.87,-9,4484531,4215459,FIN,Europe,734262,8927,2653,11714,132338541,0,1608944,478159,0,2111,1.33,36,6488,807,145448,,,,,10179034,8875,1834602,1.6,15209,2741,481,2.1,tests performed,,,,,,11641,,,,,2098,3329,0.06,24.07,5548361,18136,42.8,21228,13264,40585721,,153507,5.76,18.3,22.6,,3.28,81.91,938,4087.6,3.34,10.19,736.7220698
1083,5,France,2020-11-02,50942.0830667008,75.83,-45,,,FRA,Europe,1557975,50467571,37448,348,23107813,1553009,748533,555427,6215,5162,1.34,3721,55.19,25120,372579,2678,39.72,17683,262273,20674774,435976,306647,6466,310928,4612,155,6.5,people tested,,,,,,,,,,,,,,78.7,67422000,122578,42,19718,13079,38605671,,86.06,4.77,30.1,35.6,,5.98,82.66,901,,,,
1089,11,France,2022-01-22,342252.589995908,59.79,-18,53780140,50553332,FRA,Europe,16442319,356906857,128580,235,243871718,5774376,5293626,1907093,2477,3486,1.13,3746,55.56,28515,422933,2015,29886,18664,276824,225678397,1025505,3347252,15.21,1279314,18975,281,3.6,people tested,134983446,53919615,51199195,30943767,295197,360177,200.21,79.97,75.94,45.9,5342,26633,0.04,66.67,67422000,122578,42,19718,13079,38605671,,86.06,4.77,30.1,35.6,,5.98,82.66,901,,,,
1090,12,France,2022-04-02,135009.986588436,25.72,-10,54117354,50870313,FRA,Europe,25948919,139528571,142544,120571,384873172,1959509,2069481,2114206,1009,1788,1.11,1523,22589,22113,327979,897,13304,10184,151049,260248604,363212,3859995,5387,477259,7079,0.29,3.4,people tested,142502754,54338683,52704214,36539700,23247,36667,211.36,80.59,78.17,54.2,544,1602,2,23.15,67422000,122578,42,19718,13079,38605671,,86.06,4.77,30.1,35.6,,5.98,82.66,901,,,,
1107,2,Gabon,2020-06-18,111.229247288848,86.45,-23,,,GAB,Africa,4340,125286,32,1286,1904487,48709,54978,14042,878,564,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,2278829,7859,23.1,4.45,2976,16562413,3.4,259967,7.2,,,,6.3,66.47,703,,,,
1113,8,Gabon,2021-03-09,151.379297741587,57.72,-19,0,0,GAB,Africa,16015,166571,91,571,7027732,0,73095,39933,0,251,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,2278829,7859,23.1,4.45,2976,16562413,3.4,259967,7.2,,,,6.3,66.47,703,,,,
1116,11,Gabon,2021-10-03,209.284702802404,74.94,17,108742,79092,GAB,Africa,30648,217429,190,1714,13449013,0,95412,83376,0,752,1.23,,,,,,,,,,,,,2379,1044,0.0914,10.9,tests performed,,,,,,579,,,,,254,321,14,55.56,2278829,7859,23.1,4.45,2976,16562413,3.4,259967,7.2,,,,6.3,66.47,703,,,,
1117,12,Gabon,2021-12-31,353.687720009763,35.12,31,277258,198804,GAB,Africa,41798,537,288,286,18341876,318146,235647,126381,0,125,0.98,,,,,,,,,,,,,1730,759,0.3104,3.2,tests performed,,,,,,3128,,,,,1373,1701,75,41.67,2278829,7859,23.1,4.45,2976,16562413,3.4,259967,7.2,,,,6.3,66.47,703,,,,
1123,4,Gambia,2020-08-17,101.302731004938,53.98,-9,,,GMB,Africa,1872,91,63,5714,752733,0,36591,25332,0,2298,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.78,2486937,207566,17.5,2339,1417,1561767,10.1,331.43,1.91,0.7,31.2,7876,1.1,62.05,496,,,,
1127,8,Gambia,2021-03-17,31.6258386022345,42.3,-2,0,0,GMB,Africa,5085,41857,158,714,2044684,26539,16831,63532,2011,287,0.97,,,,,,,,,,,,,,,,,,,,,,,281,,,,,113,281,11,44.44,2486937,207566,17.5,2339,1417,1561767,10.1,331.43,1.91,0.7,31.2,7876,1.1,62.05,496,,,,
1130,11,Gambia,2021-08-03,92.3923207409935,42.3,18,99235,78822,GMB,Africa,8296,137571,227,2714,3335.83,236033,55318,91277,6032,1091,0.93,,,,,,,,,91122,,36.64,,535,215,0.2571,3.9,tests performed,,,,,,3615,,,,,1454,3578,144,33.33,2486937,207566,17.5,2339,1417,1561767,10.1,331.43,1.91,0.7,31.2,7876,1.1,62.05,496,,,,
1132,13,Gambia,2022-01-09,71.3902030616495,42.3,29,290826,273376,GMB,Africa,10792,88857,343,0,4339475,0,35.73,137921,0,0,0.48,,,,,,,,,,,,,169,68,0.5258,1.9,tests performed,,,,,,2299,,,,,924,2283,92,13.89,2486937,207566,17.5,2339,1417,1561767,10.1,331.43,1.91,0.7,31.2,7876,1.1,62.05,496,,,,
1141,6,Georgia,2020-12-03,4130.87951327374,72.26,-41,0,0,GEO,Asia,147636,4135143,1387,37571,37096588,1070413,1039.04,348512,11307,9441,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,3979773,65032,38.7,14864,10244,9745079,4.2,496218,7.11,5.3,55.5,,2.6,73.77,812,,,,
1143,8,Georgia,2021-08-16,4678.00829222032,44.3,-6,597522,245207,GEO,Asia,484254,4872143,6436,44,121678799,672.4,1224226,1617178,7538,11056,1.16,,,,,,,,,5810351,25730,1459.97,6465,43925,11037,0.1109,9,tests performed,831815,586608,245207,,,23831,20.9,14.74,6.16,,5988,17978,452,50.93,3979773,65032,38.7,14864,10244,9745079,4.2,496218,7.11,5.3,55.5,,2.6,73.77,812,,,,
1145,10,Georgia,2021-11-07,4543.68687366658,36.47,2,1063312,952831,GEO,Asia,752855,4801143,10435,55714,189170337,1031215,1206386,2622009,16835,13999,1.08,,,,,,,,,8892722,37115,2234.48,9326,39289,9872,0.1222,8.2,tests performed,2005229,1052398,952831,,1266,4092,50.39,26.44,23.94,,1028,2050,52,47.22,3979773,65032,38.7,14864,10244,9745079,4.2,496218,7.11,5.3,55.5,,2.6,73.77,812,,,,
1146,11,Georgia,2022-02-05,19994.2505673656,44.92,-8,1534218,1226924,GEO,Asia,1295505,21428143,15174,37571,325522335,5812894,5384263,3812.78,8292,9441,1.25,,,,,,,,,,,,,46798,11759,0.4579,2.2,tests performed,2750228,1523304,1226924,,3087,6467,69.11,38.28,30.83,,1625,5273,132,50,3979773,65032,38.7,14864,10244,9745079,4.2,496218,7.11,5.3,55.5,,2.6,73.77,812,,,,
1154,6,Germany,2020-12-18,23412.550699842,63.34,-42,0,0,DEU,Europe,1439938,23980,24938,566857,17162454,402584,285815,297233,9.69,6756,1.12,4904,58.45,,,,,12258,146102,,,,,232939,2776,,,tests performed,,,,,,,,,,,,,,82.41,83900471,237016,46.6,21453,15957,45229245,,156139,8.31,28.2,33.1,,8,81.33,947,,,,
1158,10,Germany,2021-11-29,56210.6756514232,52.63,-13,59907880,56313407,DEU,Europe,5791060,57925,100956,261714,69022974,349986,690401,1203283,0.87,3119,1.12,4605,54886,,,2444,29.13,10933,130309,,,,,278953,3325,,,tests performed,124861343,60315130,58081881,10020108,636178,682592,148.82,71.89,69.23,11.94,8136,98565,117,63.89,83900471,237016,46.6,21453,15957,45229245,,156139,8.31,28.2,33.1,,8,81.33,947,,,,
