location,n_pico,peak_date,peak_magnitude,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Togo,5,2020-09-08,"0,7209350331","37,41",-2,,,TGO,Africa,1513,"13,857",34,"0,857","178,457","2,359","1,634","4,01","0,118","0,101","0,97",,,,,,,,,73997,1412,"8,728","0,167",916,"0,108","0,0151","66,1",tests performed,,,,,,,,,,,,,,"49,07",8478242,"143,366","19,4","2,839","1,525","1429,813","49,2","280,033","6,15","0,9","14,2","10,475","0,7","61,04","0,515",,,,
Togo,12,2021-03-17,"0,9417103903","70,56",1,0,0,TGO,Africa,8472,105,98,"0,857","999,264","17,692","12,385","11,559","0,118","0,101","1,17",,,,,,,,,258067,1230,"30,439","0,145",1163,"0,137","0,0903","11,1",tests performed,,,,,,2806,,,,,331,2806,"0,033","69,44",8478242,"143,366","19,4","2,839","1,525","1429,813","49,2","280,033","6,15","0,9","14,2","10,475","0,7","61,04","0,515",,,,
Togo,16,2021-09-04,"1,809775567","28,84",21,410664,234000,TGO,Africa,22234,"219,429",193,"2,286","2622,478","29,959","25,881","22,764","0,354","0,27","0,99",,,,,,,,,472731,2071,"55,758","0,244",2017,"0,238","0,1088","9,2",tests performed,,,,,,7276,,,,,858,3584,"0,042","50,93",8478242,"143,366","19,4","2,839","1,525","1429,813","49,2","280,033","6,15","0,9","14,2","10,475","0,7","61,04","0,515",,,,
Togo,18,2022-01-11,"0,9188785528","28,84",26,1404110,1049818,TGO,Africa,34658,"423,857",258,1,"4087,876","32,2","49,994","30,431","0,472","0,118",1,,,,,,,,,636250,1829,"75,045","0,216",1942,"0,229","0,2183","4,6",tests performed,,,,,,4798,,,,,566,1041,"0,012","21,76",8478242,"143,366","19,4","2,839","1,525","1429,813","49,2","280,033","6,15","0,9","14,2","10,475","0,7","61,04","0,515",,,,
Trinidad and Tobago,10,2021-05-28,"14,07628017","62,5",-57,84900,1179,TTO,North America,22620,"526,429",458,"15,714","16118,298","451,056","375,116","326,356","12,826","11,198","1,05",,,,,,,,,178294,1618,"127,047","1,153",2097,"1,494","0,251",4,people tested,86079,84900,1179,,6618,3220,"6,13","6,05","0,08",,2294,3220,"0,229","64,81",1403374,"266,886","36,2","10,014","5,819","28763,071",,"228,467","10,97",,,"89,443",3,"73,51","0,796",,,,
Trinidad and Tobago,16,2021-12-20,"25,12673291","86,53",-5,704942,660103,TTO,North America,85873,"752,286",2612,"29,286","61190,388","321,368","536,055","1861,229","22,802","20,868","0,97",,,,,,,,,487240,825,"347,192","0,588",2010,"1,432","0,341","2,9",people tested,1372208,703289,660103,55829,913,3430,"97,78","50,11","47,04","3,98",2444,609,"0,043","59,26",1403374,"266,886","36,2","10,014","5,819","28763,071",,"228,467","10,97",,,"89,443",3,"73,51","0,796",,,,
Tunisia,5,2020-11-09,"71,30333085","46,78",-15,,,TUN,Africa,71569,"1380,429",1920,77,"5996,181","37,702","115,655","160,861","3,938","6,451","1,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,52",11935764,"74,228","32,7","8,001","5,075","10849,297",2,"318,991","8,52","1,1","65,8","78,687","2,3","76,7","0,74",,,,
Tunisia,6,2021-01-24,"74,49120082","52,49",-18,0,0,TUN,Africa,197373,2469,6234,"77,429","16536,269","172,507","206,857","522,296","6,703","6,487","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,22",11935764,"74,228","32,7","8,001","5,075","10849,297",2,"318,991","8,52","1,1","65,8","78,687","2,3","76,7","0,74",,,,
Tunisia,7,2021-04-30,"79,14362577","51,81",-13,282121,89962,TUN,Africa,309119,"1825,143",10722,"78,857","25898,552","159,521","152,914","898,309","6,786","6,607","0,98",,,,,,,,,1305372,6400,"109,366","0,536",6894,"0,578","0,2647","3,8",people tested,372083,282121,89962,,,11287,"3,12","2,36","0,75",,946,6592,"0,055","72,22",11935764,"74,228","32,7","8,001","5,075","10849,297",2,"318,991","8,52","1,1","65,8","78,687","2,3","76,7","0,74","7412,6","7,46","44,72","621,0410997"
Tunisia,8,2021-07-28,"176,4272734","57,07",4,1730512,1037184,TUN,Africa,578962,"3280,714",19027,"159,143","48506,489","331,776","274,864","1594,117","4,943","13,333","0,89",,,,,,,,,,,,,12719,"1,066","0,2579","3,9",people tested,,,,,,36286,,,,,3040,15235,"0,128","79,63",11935764,"74,228","32,7","8,001","5,075","10849,297",2,"318,991","8,52","1,1","65,8","78,687","2,3","76,7","0,74",,,,
Tunisia,10,2022-02-07,"59,5515814","39,86",17,7129507,6276485,TUN,Africa,945453,"5091,429",26693,"57,857","79211,771","107,073","426,569","2236,388","1,173","4,847","0,93",,,,,,,,,,,,,13682,"1,146","0,3721","2,7",people tested,12822908,7112952,6276485,1054666,6561,9380,"107,43","59,59","52,59","8,84",786,1728,"0,014","59,26",11935764,"74,228","32,7","8,001","5,075","10849,297",2,"318,991","8,52","1,1","65,8","78,687","2,3","76,7","0,74",,,,
Turkey,1,2020-04-19,"111,9794838","71,56",-62,,,TUR,Asia,86306,"4192,857",2017,117,"1014,854","46,765","49,303","23,717","1,493","1,376","1,04",,,,,,,,,593987,35344,"6,985","0,416",36882,"0,434","0,1137","8,8",tests performed,,,,,,,,,,,,,,"77,78",85042736,"104,914","31,6","8,153","5,061","25129,341","0,2","171,285","12,13","14,1","41,1",,"2,81","77,69","0,82",,,,
Turkey,5,2020-12-23,"246,3771461","88,72",-42,0,0,TUR,Asia,2082610,"22063,571",18861,"248,571","24488,982","231,06","259,441","221,783","3,046","2,923","0,44",,,,,,,,,22989872,202209,"270,333","2,378",190653,"2,242","0,1157","8,6",tests performed,,,,,,,,,,,,,,"62,5",85042736,"104,914","31,6","8,153","5,061","25129,341","0,2","171,285","12,13","14,1","41,1",,"2,81","77,69","0,82",,,,
Turkey,6,2021-04-27,"344,3511778",85,-37,13383037,8295424,TUR,Asia,4710582,"46565,429",39057,"349,143","55390,763","509,168","547,553","459,263","4,069","4,105","0,79",,,,,,,,,46395053,282192,"545,55","3,318",289370,"3,403","0,1609","6,2",tests performed,21678461,13383037,8295424,,283676,199319,"25,49","15,74","9,75",,2344,136637,"0,161","87,04",85042736,"104,914","31,6","8,153","5,061","25129,341","0,2","171,285","12,13","14,1","41,1",,"2,81","77,69","0,82",,,,
Turkey,7,2021-09-04,"261,5563729","58,83",8,49501482,38141442,TUR,Asia,6478663,21302,57837,"268,429","76181,263","235,564","250,486","680,093","3,269","3,156","1,06",,,,,,,,,77593006,283385,"912,4","3,332",294668,"3,465","0,0723","13,8",tests performed,96761208,49376328,38141442,9243438,382825,578691,"113,78","58,06","44,85","10,87",6805,242949,"0,286","28,7",85042736,"104,914","31,6","8,153","5,061","25129,341","0,2","171,285","12,13","14,1","41,1",,"2,81","77,69","0,82",,,,
Turkey,10,2022-02-16,"265,4246469","59,18",12,57721999,52672756,TUR,Asia,13173859,88455,91388,273,"154908,692","1107,396","1040,124","1074,613","3,187","3,21","0,94",,,,,,,,,138745992,463241,"1631,486","5,447",448548,"5,274","0,1972","5,1",tests performed,144476562,57596845,52672756,34206961,149679,142511,"169,89","67,73","61,94","40,22",1676,9711,"0,011","58,33",85042736,"104,914","31,6","8,153","5,061","25129,341","0,2","171,285","12,13","14,1","41,1",,"2,81","77,69","0,82",,,,
Ukraine,3,2020-12-11,"223,4847215","72,8",-17,0,0,UKR,Europe,895620,"12398,857",15278,"233,857","20604,681","319,623","285,249","351,486","6,833","5,38","0,91",,,,,,,,,4957299,39519,"114,048","0,909",36438,"0,838","0,3403","2,9",tests performed,,,,,,,,,,,,,,"61,57",43466822,"77,39","41,4","16,462","11,133","7894,393","0,1","539,849","7,11","13,5","47,4",,"8,8","72,06","0,779",,,,
Ukraine,5,2021-04-12,"389,7814067","69,2",-24,388399,5,UKR,Europe,1913415,"15155,429",39012,"393,857","44020,126","183,703","348,667","897,512","6,764","9,061","0,97",,,,,,,,,8677716,20831,"199,64","0,479",45949,"1,057","0,3298",3,tests performed,388404,388399,5,,10135,11961,"0,89","0,89",0,,275,11960,"0,028","66,67",43466822,"77,39","41,4","16,462","11,133","7894,393","0,1","539,849","7,11","13,5","47,4",,"8,8","72,06","0,779",,,,
Ukraine,6,2021-11-11,"682,703786","65,39",-14,12023097,8443014,UKR,Europe,3303694,"22439,571",79548,"704,429","76004,958","596,363","516,246","1830,085","15,713","16,206","0,96",,,,,,,,,15067107,67341,"346,635","1,549",58307,"1,341","0,3849","2,6",tests performed,20408409,11986075,8443014,,279136,222783,"46,95","27,58","19,42",,5125,128576,"0,296","57,41",43466822,"77,39","41,4","16,462","11,133","7894,393","0,1","539,849","7,11","13,5","47,4",,"8,8","72,06","0,779",,,,
Ukraine,7,2022-02-14,"234,6372272","58,23",-13,15631958,14694041,UKR,Europe,4753922,"35321,857",109788,"233,857","109368,98","429,385","812,617","2525,789","3,52","5,38","0,96",,,,,,,,,19060801,,"438,514",,65263,"1,501","0,5412","1,8",tests performed,31186066,15594936,15006256,605554,59170,57648,"71,75","35,88","34,52","1,39",1326,16704,"0,038",75,43466822,"77,39","41,4","16,462","11,133","7894,393","0,1","539,849","7,11","13,5","47,4",,"8,8","72,06","0,779",,,,
United Arab Emirates,1,2020-05-04,"7,823105776","81,46",-53,,,ARE,Asia,14730,"555,857",137,"7,857","1474,315","56,751","55,635","13,712","1,101","0,786","1,09",,,,,,,,,1243741,25231,"124,485","2,525",27010,"2,703","0,0206","48,6",tests performed,,,,,,,,,,,,,,"77,78",9991083,"112,442",34,"1,144","0,526","67293,483",,"317,84","17,26","1,2","37,4",,"1,2","77,97","0,89",,,,
United Arab Emirates,8,2021-02-21,"14,9200491","87,22",-27,3411455,2099765,ARE,Asia,370425,"3093,286",1125,"15,857","37075,56","225,201","309,605","112,6","1,702","1,587","0,92",,,,,,,,,29360128,197701,"2938,633","19,788",177956,"17,811","0,0174","57,5",tests performed,5554342,,,,951,71302,"55,59",,,,7137,60087,"0,601","53,7",9991083,"112,442",34,"1,144","0,526","67293,483",,"317,84","17,26","1,2","37,4",,"1,2","77,97","0,89",,,,
United Arab Emirates,10,2021-06-27,"5,399319768","83,85",-24,7137576,6078913,ARE,Asia,626936,"2129,571",1796,"5,571","62749,554","212,389","213,147","179,76","0,4","0,558","0,99",,,,,,,,,56919772,266342,"5697,057","26,658",267474,"26,771","0,008","125,6",tests performed,15073743,,,,30516,80160,"150,87",,,,8023,29436,"0,295","47,22",9991083,"112,442",34,"1,144","0,526","67293,483",,"317,84","17,26","1,2","37,4",,"1,2","77,97","0,89",,,,
United Arab Emirates,16,2022-01-26,"3,54405538","77,01",-5,8819186,8290035,ARE,Asia,833201,"2752,857",2228,4,"83394,463","237,111","275,531","222,999","0,4","0,4","0,93",,,,,,,,,122675911,500146,"12278,54","50,059",493908,"49,435","0,0056","179,4",tests performed,23380635,,9267198,4223151,39307,37737,"234,02",,"92,75","42,27",3777,69,"0,001","47,22",9991083,"112,442",34,"1,144","0,526","67293,483",,"317,84","17,26","1,2","37,4",,"1,2","77,97","0,89",,,,
United Kingdom,1,2020-04-13,"879,2739796","8,21",-71,,,GBR,Europe,97480,"4444,714",13051,"943,429","1429,176","61,46","65,165","191,344","10,629","13,832","1,13",3277,"48,045",21308,"312,401",,,17599,"258,023",379649,14568,"5,566","0,214",16252,"0,238","0,2735","3,7",tests performed,,,,,,,,,,,,,,"79,63",68207114,"272,898","40,8","18,517","12,527","39753,244","0,2","122,137","4,28",20,"24,7",,"2,54","81,32","0,932",,,,
United Kingdom,3,2021-01-21,"1198,385762","66,67",-54,5383103,466796,GBR,Europe,3547033,"40494,571",94658,1224,"52003,857","555,734","593,7","1387,802","18,913","17,945","0,82",3960,"58,058",38061,"558,021",,,27290,"400,105",60392100,655171,"885,422","9,606",559476,"8,203","0,0724","13,8",tests performed,5849899,5383103,466796,,412615,310246,"8,58","7,89","0,68",,4549,306880,"0,45","87,96",68207114,"272,898","40,8","18,517","12,527","39753,244","0,2","122,137","4,28",20,"24,7",,"2,54","81,32","0,932",,,,
United Kingdom,6,2022-01-20,"264,5036895","45,95",-19,52346582,48082636,GBR,Europe,15650888,"92563,857",153326,"266,286","229461,226","1567,315","1357,1","2247,947","4,868","3,904","0,94",664,"9,735",18219,"267,113",,,13615,"199,613",424930130,1464790,"6229,997","21,476",1380764,"20,244","0,067","14,9",tests performed,137022678,52186398,48082636,36753644,116683,134613,"200,89","76,51","70,5","53,89",1974,19217,"0,028","46,76",68207114,"272,898","40,8","18,517","12,527","39753,244","0,2","122,137","4,28",20,"24,7",,"2,54","81,32","0,932",,,,
United Kingdom,7,2022-04-21,"252,7007867","15,04",-14,53248088,49661362,GBR,Europe,21982938,"23298,143",173198,234,"322296,85","287,316","341,579","2539,295","9,486","3,431","0,81",338,"4,955",16505,"241,984",,,10811,"158,503",495682319,385736,"7267,311","5,655",330815,"4,85","0,0704","14,2",tests performed,144889928,53088681,49662026,39126537,270184,106592,"212,43","77,83","72,81","57,36",1563,12465,"0,018","11,11",68207114,"272,898","40,8","18,517","12,527","39753,244","0,2","122,137","4,28",20,"24,7",,"2,54","81,32","0,932",,,,
United States,1,2020-04-17,"2166,198076","49,23",-50,,,USA,North America,711135,"28477,857",39032,"2194,714","2136,085","99,446","85,541","117,243","6,299","6,592","1,01",,,,,,,,,4296195,198617,"12,905","0,597",164884,"0,495","0,188","5,3",tests performed,,,,,,,,,,,,,,"72,69",332915074,"35,608","38,3","15,413","9,732","54225,446","1,2","151,089","10,79","19,1","24,6",,"2,77","78,86","0,926",,,,
United States,4,2021-01-13,"3242,349112","76,85",-32,15954858,2442035,USA,North America,23245031,"245856,857",390631,"3386,143","69822,705","688,854","738,497","1173,365","11,892","10,171","0,95",28734,"86,31",126585,"380,232",,,112599,"338,221",280042200,2119426,"841,182","6,366",1856734,"5,577","0,124","8,1",tests performed,15548434,13136940,2112811,6,1328072,976817,"4,68","3,96","0,64",0,2942,706426,"0,213","71,76",332915074,"35,608","38,3","15,413","9,732","54225,446","1,2","151,089","10,79","19,1","24,6",,"2,77","78,86","0,926",,,,
United States,6,2021-09-21,"2090,26295","40,68",-9,215622865,188430097,USA,North America,42475936,"136610,857",679412,"2161,857","127587,902","365,673","410,347","2040,797","7,458","6,494","0,89",23536,"70,697",82358,"247,384",,,69235,"207,966",570381010,1931609,"1713,293","5,802",1679389,"5,044","0,074","13,5",tests performed,394469473,212775880,187866520,3211783,679182,664408,"118,81","64,09","56,58","0,97",2001,261739,"0,079","56,02",332915074,"35,608","38,3","15,413","9,732","54225,446","1,2","151,089","10,79","19,1","24,6",,"2,77","78,86","0,926",,,,
United States,8,2022-02-01,"2546,641526","47,48",-15,254312679,214409389,USA,North America,75425352,"426945,571",892609,"2628,286","226560,339","977,453","1282,446","2681,191","10,222","7,895","0,63",22670,"68,095",120532,"362,05",,,115571,"347,149",794121250,1772496,"2385,357","5,324",1575850,"4,733","0,183","5,5",tests performed,548332528,251582733,214436069,92605191,607343,639848,"165,16","75,78","64,59","27,89",1927,160763,"0,048","58,8",332915074,"35,608","38,3","15,413","9,732","54225,446","1,2","151,089","10,79","19,1","24,6",,"2,77","78,86","0,926",,,,
Uruguay,9,2021-04-18,"60,87236975","86,15",-34,1089429,303773,URY,South America,164744,"2871,714",1908,"63,714","47270,248","672,568","823,985","547,465","17,216","18,282","0,97",,,,,,,,,1626229,9765,"466,616","2,802",14010,"4,02","0,205","4,9",people tested,1389118,1085310,303808,42,16127,49502,"39,86","31,14","8,72",0,14204,34776,"0,998","72,22",3485152,"19,751","35,6","14,655","10,361","20551,409","0,1","160,708","6,93",14,"19,9",,"2,8","77,91","0,817",,,,
Uruguay,16,2022-02-02,"22,88473947","71,37",-10,2824543,2655070,URY,South America,690496,"9863,286",6540,"24,571","198125,075","3046,639","2830,088","1876,532","7,747","7,05","0,97",,,,,,,,,5271258,28115,"1512,49","8,067",25058,"7,19","0,3936","2,5",people tested,7460096,2903215,2696410,1860471,12391,13145,"214,05","83,3","77,37","53,38",3772,5084,"0,146","28,7",3485152,"19,751","35,6","14,655","10,361","20551,409","0,1","160,708","6,93",14,"19,9",,"2,8","77,91","0,817",,,,
Uruguay,19,2022-06-07,"2,857352925","35,91",-3,2824543,2655070,URY,South America,934961,1312,7262,"3,429","268269,791","2635,179","376,454","2083,697","6,886","0,984","0,55",,,,,,,,,,,,,,,,,,8482693,2994029,2879779,2608885,12905,10590,"243,4","85,91","82,63","74,86",3039,328,"0,009",,3485152,"19,751","35,6","14,655","10,361","20551,409","0,1","160,708","6,93",14,"19,9",,"2,8","77,91","0,817",,,,
Uzbekistan,7,2020-09-12,"5,788308564","73,94",-8,,,UZB,Asia,46721,"489,714",384,"5,857","1376,748","16,531","14,431","11,315","0,206","0,173","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,52",33935765,"76,134","28,2","4,469","2,873","6253,104",,"724,417","7,57","1,3","24,7",,4,"71,72","0,72",,,,
Uzbekistan,13,2021-08-05,"6,842197675","53,73",-9,5776110,1376836,UZB,Asia,133852,"906,571",910,"7,286","3944,275","28,024","26,714","26,815","0,265","0,215","1,11",,,,,,,,,,,,,,,,,,8666096,5723820,,,,190789,"25,54","16,87",,,5622,139062,"0,41","71,3",33935765,"76,134","28,2","4,469","2,873","6253,104",,"724,417","7,57","1,3","24,7",,4,"71,72","0,72",,,,
Uzbekistan,17,2022-01-26,"3,220599289","36,91",-11,18122964,11688954,UZB,Asia,217360,"1298,429",1549,"3,429","6405,042","34,595","38,261","45,645","0,118","0,101","1,23",,,,,,,,,,,,,,,,,,,,,,,3947,,,,,116,285,"0,001","45,37",33935765,"76,134","28,2","4,469","2,873","6253,104",,"724,417","7,57","1,3","24,7",,4,"71,72","0,72",,,,
Venezuela,5,2020-09-18,"8,599253469","87,06",-33,,,VEN,South America,65174,"930,143",530,"8,857","2270,48","31,005","32,404","18,464","0,348","0,309","0,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82,41",28704947,"36,253",29,"6,614","3,915","16745,022",,"204,85","6,47",,,,"0,8","72,06","0,711",,,,
Venezuela,8,2021-04-21,"19,06571849","89,02",-27,265343,0,VEN,South America,186745,"1235,857",1965,"18,714","6505,673","35,151","43,054","68,455","0,732","0,652","1,03",,,,,,,,,,,,,,,,,,,,,,,1784,,,,,62,1784,"0,006","87,96",28704947,"36,253",29,"6,614","3,915","16745,022",,"204,85","6,47",,,,"0,8","72,06","0,711",,,,
Venezuela,16,2022-02-14,"8,094257373","72,43",19,22217345,15986166,VEN,South America,505947,"1380,571",5549,"8,857","17625,777","42,78","48,095","193,312","0,383","0,309","0,83",,,,,,,,,,,,,,,,,,,,,,,73366,,,,,2556,34244,"0,119","28,7",28704947,"36,253",29,"6,614","3,915","16745,022",,"204,85","6,47",,,,"0,8","72,06","0,711",,,,
Vietnam,3,2021-08-24,"352,1904503","79,11",-70,16056222,2039251,VNM,Asia,369267,"10852,286",9014,"363,143","3761,55","110,127","110,547","91,821","3,545","3,699","1,14",,,,,,,,,,,,,,,,,,18095473,16056222,2039251,,448120,368086,"18,43","16,36","2,08",,3750,289111,"0,295","72,69",98168829,"308,127","32,6","7,15","4,718","6171,884",2,"245,465",6,1,"45,9","85,847","2,6","75,4","0,704",,,,
Vietnam,4,2021-12-18,"238,2765514","74,29",-36,75840088,61549852,VNM,Asia,1524368,"17993,571",29351,"248,571","15528,025","161,915","183,292","298,985","2,526","2,532","1,07",,,,,,,,,72505300,446252,"738,578","4,546",193264,"1,969","0,0931","10,7",people tested,138772562,75697403,,,1197953,929446,"141,36","77,11",,,9468,123606,"0,126","68,52",98168829,"308,127","32,6","7,15","4,718","6171,884",2,"245,465",6,1,"45,9","85,847","2,6","75,4","0,704",,,,
Yemen,1,2020-06-15,"10,37859711","28,45",-6,,,YEM,Asia,844,"49,714",208,"13,714","27,681","3,804","1,63","6,822","1,443","0,45","1,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,89",30490639,"53,508","20,3","2,922","1,583","1479,147","18,8","495,003","5,35","7,6","29,2","49,542","0,7","66,12","0,47",,,,
Yemen,9,2021-04-04,"13,89483002","21,1",28,0,0,YEM,Asia,4798,"109,286",946,"13,571","157,36","3,312","3,584","31,026","0,459","0,445","1,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,26",30490639,"53,508","20,3","2,922","1,583","1479,147","18,8","495,003","5,35","7,6","29,2","49,542","0,7","66,12","0,47",,,,
Yemen,11,2021-09-10,"8,860516087","12,56",54,307605,14841,YEM,Asia,8306,"41,143",1561,"6,857","272,411","1,279","1,349","51,196","0,394","0,225","1,07",,,,,,,,,,,,,,,,,,,,,,,244,,,,,8,210,"0,001","29,63",30490639,"53,508","20,3","2,922","1,583","1479,147","18,8","495,003","5,35","7,6","29,2","49,542","0,7","66,12","0,47",,,,
Yemen,14,2022-02-08,"6,796028866","6,38",62,602163,360428,YEM,Asia,11553,"70,286",2088,"10,714","378,903","9,413","2,305","68,48","1,968","0,351","0,96",,,,,,,,,,,,,,,,,,,,,,,1995,,,,,65,1690,"0,006","26,85",30490639,"53,508","20,3","2,922","1,583","1479,147","18,8","495,003","5,35","7,6","29,2","49,542","0,7","66,12","0,47",,,,
Zambia,3,2020-07-18,"6,944448559","55,22",-3,,,ZMB,Africa,2980,155,120,"11,143","157,5","8,985","8,192","6,342","0,581","0,589","0,78",,,,,,,,,69296,1352,"3,662","0,071",810,"0,043","0,1914","5,2",tests performed,,,,,,,,,,,,,,"50,93",18920657,"22,995","17,7","2,48","1,542","3689,251","57,5","234,499","3,94","3,1","24,7","13,938",2,"63,89","0,584",,,,
Zambia,8,2021-01-29,"15,3749106","47,17",-13,98,88,ZMB,Africa,51624,"1184,429",728,"16,857","2728,446","68,972","62,6","38,476","1,216","0,891","1,07",,,,,,,,,892450,11355,"47,168","0,6",10921,"0,577","0,1085","9,2",tests performed,,,,,,,,,,,,,,"49,07",18920657,"22,995","17,7","2,48","1,542","3689,251","57,5","234,499","3,94","3,1","24,7","13,938",2,"63,89","0,584",,,,
Zambia,10,2021-07-01,"57,17146281","52,78",3,222738,14459,ZMB,Africa,157832,"2458,857",2271,"59,429","8341,782","152,426","129,956","120,028","3,805","3,141","1,01",,,,,,,,,1885589,11145,"99,658","0,589",10164,"0,537","0,2419","4,1",tests performed,156584,142125,14459,,1765,1083,"0,83","0,75","0,08",,57,5,0,"49,07",18920657,"22,995","17,7","2,48","1,542","3689,251","57,5","234,499","3,94","3,1","24,7","13,938",2,"63,89","0,584",,,,
Zambia,12,2022-01-08,"7,764493172","76,55",18,1585185,1332136,ZMB,Africa,281576,"3375,429",3798,"8,286","14881,936","174,413","178,399","200,733","0,423","0,438","1,06",,,,,,,,,3050785,12368,"161,241","0,654",11450,"0,605","0,2948","3,4",tests performed,1896642,,1332136,,,20756,"10,02",,"7,04",,1097,15561,"0,082","37,96",18920657,"22,995","17,7","2,48","1,542","3689,251","57,5","234,499","3,94","3,1","24,7","13,938",2,"63,89","0,584",,,,
Zimbabwe,3,2020-08-04,"4,74660461","55,8",-26,,,ZWE,Africa,4221,"200,571",81,"5,857","279,681","9,674","13,29","5,367","0,066","0,388","1,09",,,,,,,,,65714,1080,"4,354","0,072",1388,"0,092","0,1445","6,9",tests performed,,,,,,,,,,,,,,"80,56",15092171,"42,729","19,6","2,822","1,882","1899,775","21,4","307,846","1,82","1,6","30,7","36,791","1,7","61,49","0,571",,,,
