location,n_pico,peak_date,peak_magnitude,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Rwanda,14,2022-01-13,"3,852325865","58,22",17,8022910,6293603,RWA,Africa,123886,792,1395,4,"9331,212","54,231","59,654","105,073","0,301","0,301","0,75",,,,,,,,,4241495,19984,"319,473","1,505",21105,"1,59","0,0375","26,6",samples tested,,,,,,127901,,,,,9634,24402,"0,184","80,56",13276517,"494,869","20,3","2,974","1,642","1854,211",56,"191,375","4,28","4,7",21,"4,617",,"69,02","0,543",,,,
San Marino,1,2020-03-19,"1,307545568","7,16",-51,,,SMR,Europe,109,7,14,"1,714","3204,94","147,016","205,822","411,644","88,209","50,405","0,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79,63",34010,"556,667",,,,"56861,47",,,"5,64",,,,"3,8","84,97",,,,,
Saudi Arabia,1,2020-07-03,"47,3036417","78,65",-31,,,SAU,Asia,201801,"3889,143",1802,"46,857","5710,162","118,645","110,047","50,989","1,415","1,326","0,98",,,,,,,,,1865061,52135,"52,774","1,475",46178,"1,307","0,0842","11,9",tests performed,,,,,,,,,,,,,,"71,3",35340680,"15,322","31,9","3,295","1,845","49045,411",,"259,538","17,72","1,8","25,4",,"2,7","75,13","0,854",,,,
Saudi Arabia,5,2021-06-11,"15,98535838","79,04",-9,14450956,1310660,SAU,Asia,463703,"1183,571",7537,"16,143","13120,942","69,636","33,49","213,267","0,962","0,457","1,05",,,,,,,,,20279006,75059,"573,815","2,124",86056,"2,435","0,0138","72,7",tests performed,15605844,,,,110739,124912,"44,16",,,,3535,,,"53,7",35340680,"15,322","31,9","3,295","1,845","49045,411",,"259,538","17,72","1,8","25,4",,"2,7","75,13","0,854",,,,
Senegal,4,2020-06-30,"3,370194392","54,08",-26,,,SEN,Africa,6793,"108,429",112,"3,286","395,027","5,524","6,305","6,513","0,233","0,191","1,05",,,,,,,,,79556,1274,"4,626","0,074",1064,"0,062","0,1019","9,8",tests performed,,,,,,,,,,,,,,"46,3",17196308,"82,328","18,7","3,008","1,796","2470,58",38,"241,219","2,42","0,4","16,6","20,859",,"67,94","0,512",,,,
Senegal,10,2021-02-20,"8,964889508","57,62",-23,0,0,SEN,Africa,32630,"284,143",795,"7,714","1897,5","14,654","16,523","46,231","0,465","0,449","0,89",,,,,,,,,381026,2586,"22,157","0,15",2114,"0,123","0,1344","7,4",tests performed,,,,,,,,,,,,,,"50,46",17196308,"82,328","18,7","3,008","1,796","2470,58",38,"241,219","2,42","0,4","16,6","20,859",,"67,94","0,512",,,,
Senegal,13,2021-08-07,"16,09643577","55,3",-1,994518,317468,SEN,Africa,66898,"658,286",1467,"16,286","3890,254","37,683","38,281","85,309","0,582","0,947","0,86",,,,,,,,,682280,4050,"39,676","0,236",3375,"0,196","0,195","5,1",tests performed,,,,,,30790,,,,,1791,26800,"0,156","19,44",17196308,"82,328","18,7","3,008","1,796","2470,58",38,"241,219","2,42","0,4","16,6","20,859",,"67,94","0,512",,,,
Senegal,18,2022-03-23,"1,789963608","26,69",25,1475913,1088436,SEN,Africa,85838,"3,286",1988,"3,429","4991,653","0,349","0,191","115,606","1,396","0,199","0,95",,,,,,,,,1061230,1230,"61,713","0,072",1208,"0,07","0,0027","367,6",tests performed,,,,,,6049,,,,,352,206,"0,001","26,85",17196308,"82,328","18,7","3,008","1,796","2470,58",38,"241,219","2,42","0,4","16,6","20,859",,"67,94","0,512",,,,
Serbia,3,2020-12-05,"55,85819684","62,34",-35,0,0,SRB,Europe,213843,"7258,286",1891,"58,143","31120,067","1004,577","1056,281","275,193","8,295","8,461","1,08",279,"40,602",7988,"1162,475",,,,,1885460,18232,"274,387","2,653",20068,"2,92","0,3617","2,8",people tested,,,,,,,,,,,,,,"60,19",6871547,"80,291","41,2","17,366",,"14048,881",,"439,415","10,08","37,7","40,2","97,719","5,609",76,"0,806",,,,
Serbia,4,2021-04-04,"39,15839367","53,76",-20,1484835,1090763,SRB,Europe,617669,"4594,714",5458,"38,286","89887,91","480,823","668,658","794,29","5,239","5,572","0,91",292,"42,494",7794,"1134,242",,,,,3483666,11711,"506,97","1,704",15662,"2,279","0,2934","3,4",people tested,2567692,1476929,1090763,,,34858,"37,37","21,49","15,87",,5073,10391,"0,151","61,11",6871547,"80,291","41,2","17,366",,"14048,881",,"439,415","10,08","37,7","40,2","97,719","5,609",76,"0,806",,,,
Serbia,5,2021-11-03,"63,57924237","43,21",6,3175702,2985160,SRB,Europe,1162482,"6225,286",10139,63,"169173,259","978,819","905,951","1475,505","8,877","9,168","0,91",279,"40,602",6770,"985,222",,,,,6381373,24149,"928,666","3,514",21568,"3,139","0,2886","3,5",people tested,7200245,3167796,3013629,1018820,28806,23817,"104,78","46,1","43,86","14,83",3466,4185,"0,061","40,74",6871547,"80,291","41,2","17,366",,"14048,881",,"439,415","10,08","37,7","40,2","97,719","5,609",76,"0,806",,,,
Serbia,6,2022-02-10,"60,76422968","37,67",8,3347134,3146306,SRB,Europe,1817207,"12388,714",14234,61,"264453,841","1618,413","1802,9","2071,44","9,168","8,877","0,75",181,"26,341",4526,"658,658",,,,,8443235,29075,"1228,724","4,231",28667,"4,172","0,4322","2,3",people tested,,,,,,3229,,,,,470,466,"0,007","36,11",6871547,"80,291","41,2","17,366",,"14048,881",,"439,415","10,08","37,7","40,2","97,719","5,609",76,"0,806",,,,
Sierra Leone,1,2020-05-14,"1,535525164","27,03",-23,,,SLE,Africa,408,"25,286",26,"1,429","50,115","2,579","3,106","3,194",0,"0,175","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,37",8141343,"104,7","19,1","2,538","1,285","1390,3","52,2","325,721","2,42","8,8","41,3","19,275",,"54,7","0,452",,,,
Sierra Leone,11,2021-06-28,"1,576142351","68,23",14,91280,17358,SLE,Africa,5443,"80,571",97,"2,143","668,563","7,615","9,897","11,914","0,368","0,263","1,16",,,,,,,,,,,,,,,,,,,,,,,1415,,,,,174,1142,"0,014","56,48",8141343,"104,7","19,1","2,538","1,285","1390,3","52,2","325,721","2,42","8,8","41,3","19,275",,"54,7","0,452",,,,
Singapore,13,2021-11-03,"12,97374636","89,95",-23,4686874,4405662,SGP,Asia,207975,"3365,143",442,"13,286","38135,36","666,532","617,05","81,047","2,2","2,436","0,92",,,,,,,,,,,,,,,,,,9986431,4674892,4390245,921294,20386,26221,"183,12","85,72","80,5","16,89",4808,1521,"0,028","48,15",5453600,"7915,731","42,4","12,922","7,049","85535,383",,"92,243","10,99","5,2","28,3",,"2,4","83,62","0,938",,,,
Singapore,14,2022-03-03,"9,818376211","86,39",-17,4996084,4696319,SGP,Asia,785825,"17803,857",1049,"10,571","144092,893","3330,277","3264,606","192,35","1,65","1,938","1,03",,,,,,,,,,108700,,"19,932",118586,"21,745","0,1501","6,7",samples tested,13484834,4983968,4812796,3688070,11295,16405,"247,26","91,39","88,25","67,63",3008,1213,"0,022","56,48",5453600,"7915,731","42,4","12,922","7,049","85535,383",,"92,243","10,99","5,2","28,3",,"2,4","83,62","0,938",,,,
Slovakia,9,2021-03-03,"96,06935886","79,58",-41,393632,197770,SVK,Europe,603500,5523,7489,102,"110748,779","1119,967","1013,53","1374,313","18,535","18,718","0,95",576,"105,702",3768,"691,469",,,,,16639390,181396,"3053,508","33,288",318301,"58,412","0,017","58,8",tests performed,,,,,,14469,,,,,2655,8365,"0,154","71,3",5449270,"113,128","41,2","15,07","9,167","30155,152","0,7","287,959","7,29","23,1","37,7",,"5,82","77,54","0,86",,,,
Slovakia,13,2021-12-13,"79,99698376","45,03",-20,2747133,2582305,SVK,Europe,1289252,"7752,857",15415,"73,571","236591,69","535,118","1422,733","2828,819","11,194","13,501","0,8",562,"103,133",3217,"590,354",,,,,45719802,80912,"8390,078","14,848",55382,"10,163","0,134","7,5",tests performed,,,,,,32059,,,,,5883,2832,"0,052","62,96",5449270,"113,128","41,2","15,07","9,167","30155,152","0,7","287,959","7,29","23,1","37,7",,"5,82","77,54","0,86",,,,
Slovenia,5,2020-12-03,"49,27320249",83,-52,0,0,SVN,Europe,81349,1468,1592,"49,571","39134,122","857,738","706,203","765,855","21,648","23,847","1,03",195,"93,808",1289,"620,092",,,,,545798,6928,"262,564","3,333",5591,"2,69","0,266","3,8",tests performed,,,,,,,,,,,,,,"87,04",2078723,"102,619","44,5","19,062","12,93","31400,84",,"153,493","7,25","20,1",25,,"4,5","81,32","0,917",,,,
Slovenia,10,2021-11-23,"17,86343761","50,2",-11,1227651,1138668,SVN,Europe,405477,"3106,143",5103,"20,571","195060,621","1632,733","1494,255","2454,873","11,064","9,896","0,9",283,"136,141",1153,"554,667",,,,,1904557,8623,"916,215","4,148",7014,"3,374","0,42","2,4",tests performed,2471188,1224648,1138517,250373,10116,10980,"118,88","58,91","54,77","12,04",5282,1611,"0,077","55,56",2078723,"102,619","44,5","19,062","12,93","31400,84",,"153,493","7,25","20,1",25,,"4,5","81,32","0,917",,,,
Slovenia,11,2022-02-09,"16,59081797","43,13",-14,1265340,1189419,SVN,Europe,816299,"10045,571",6028,"19,286","392692,533","2465,456","4832,569","2899,857","7,697","9,278","0,75",146,"70,235",812,"390,624",,,,,3409146,128959,"1640,019","62,038",95785,"46,079","0,097","10,3",tests performed,2939164,1262334,1214046,609656,3092,2270,"141,39","60,73","58,4","29,33",1092,129,"0,006","61,11",2078723,"102,619","44,5","19,062","12,93","31400,84",,"153,493","7,25","20,1",25,,"4,5","81,32","0,917",,,,
Somalia,9,2021-03-22,"9,471336652","39,92",-9,0,0,SOM,Africa,10214,"126,571",441,"8,857","624,347","7,885","7,737","26,957","0,734","0,541","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,37",16359500,"23,5","16,8","2,731","1,496",,,"365,769","6,05",,,"9,831","0,9","57,4",,,,,
Somalia,15,2021-11-05,"7,383240462","8,43",20,371167,320482,SOM,Africa,22693,"99,286",1294,"12,286","1387,145","42,483","6,069","79,098","5,257","0,751","0,36",,,,,,,,,,,,,,,,,,691649,371167,320482,,,4120,"4,23","2,27","1,96",,252,1129,"0,007","37,96",16359500,"23,5","16,8","2,731","1,496",,,"365,769","6,05",,,"9,831","0,9","57,4",,,,,
South Africa,1,2020-08-05,"252,713477","80,94",-27,,,ZAF,Africa,529877,"8393,429",9298,"257,286","8825,106","142,55","139,793","154,858","6,895","4,285","0,78",,,,,,,,,3113191,34989,"51,85","0,583",34290,"0,571","0,2448","4,1",people tested,,,,,,,,,,,,,,75,60041996,"46,754","27,3","5,344","3,053","12294,876","18,9","200,38","5,52","8,1","33,2","43,993","2,32","64,13","0,709",,,,
South Africa,3,2021-01-14,"542,7573254","84,54",-38,0,2124,ZAF,Africa,1296806,"18030,857",35852,"577,571","21598,316","308,168","300,304","597,115","11,858","9,619","0,94",,,,,,,,,7433571,74830,"123,806","1,246",66585,"1,109","0,2708","3,7",people tested,,,,,,,,,,,,,,"56,48",60041996,"46,754","27,3","5,344","3,053","12294,876","18,9","200,38","5,52","8,1","33,2","43,993","2,32","64,13","0,709",,,,
South Africa,6,2021-07-22,"382,5594073","83,05",-13,5045795,2154922,ZAF,Africa,2342330,"12727,143",68625,379,"39011,528","247,46","211,971","1142,95","7,212","6,312","0,85",,,,,,,,,14425215,55981,"240,252","0,932",46370,"0,772","0,2745","3,6",people tested,6085108,5045795,2154922,,,148406,"10,13","8,4","3,59",,2472,101468,"0,169","72,22",60041996,"46,754","27,3","5,344","3,053","12294,876","18,9","200,38","5,52","8,1","33,2","43,993","2,32","64,13","0,709",,,,
South Africa,9,2022-02-15,"179,8978232","64,47",18,20148196,16964018,ZAF,Africa,3645269,"2750,714",97431,"163,143","60711,989","39,372","45,813","1622,714","3,015","2,717","0,92",,,,,,,,,22723984,30731,"378,468","0,512",29757,"0,496","0,0924","10,8",people tested,,,,,,53556,,,,,892,26825,"0,045","41,67",60041996,"46,754","27,3","5,344","3,053","12294,876","18,9","200,38","5,52","8,1","33,2","43,993","2,32","64,13","0,709",,,,
South Korea,11,2021-12-22,"68,68297102","94,54",-22,44018117,41377030,KOR,Asia,589978,"6551,571",5015,71,"11499,384","134,743","127,698","97,748","2,125","1,384","0,95",1063,"20,719",,,,,4963,"96,735",,,,,696,"0,014",,,people tested,98419629,43853025,42298069,13781903,755961,820389,"191,83","85,47","82,44","26,86",15990,81708,"0,159","50,93",51305184,"527,967","43,4","13,914","8,622","35938,374","0,2","85,998","6,8","6,2","40,9",,"12,27","83,03","0,916",,,,
South Korea,12,2022-03-25,"334,2372117","93,48",-27,45124196,42416744,KOR,Asia,11497711,"351253,286",14617,"359,429","224104,274","6538,891","6846,351","284,903","6,296","7,006","0,95",1085,"21,148",,,,,12490,"243,445",35048582,591044,"683,139","11,52",557012,"10,857","0,6306","1,6",people tested,120790780,44959395,44488380,32859229,84870,46760,"235,44","87,63","86,71","64,05",911,1824,"0,004","40,74",51305184,"527,967","43,4","13,914","8,622","35938,374","0,2","85,998","6,8","6,2","40,9",,"12,27","83,03","0,916",,,,
South Sudan,2,2020-06-11,"1,406963571","44,7",-19,,,SSD,Africa,1670,"96,571",24,2,"146,731","5,799","8,485","2,109","0,439","0,176","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,19",11381377,,"19,2","3,441","2,032","1569,888",,"280,775","10,43",,,,,"57,85","0,433",,,,
South Sudan,10,2021-02-17,"1,297304452","43,12",-19,0,0,SSD,Africa,5922,"137,429",79,"1,143","520,324","18,627","12,075","6,941",0,"0,1","0,98",,,,,,,,,,,,,759,"0,067","0,1811","5,5",tests performed,,,,,,,,,,,,,,"77,78",11381377,,"19,2","3,441","2,032","1569,888",,"280,775","10,43",,,,,"57,85","0,433",,,,
South Sudan,15,2021-09-24,"0,6018580693","47,2",14,74616,29740,SSD,Africa,11926,18,128,1,"1047,852","2,372","1,582","11,246",0,"0,088","1,08",,,,,,,,,,,,,616,"0,054","0,0292","34,2",tests performed,,,,,,1940,,,,,170,1143,"0,01",25,11381377,,"19,2","3,441","2,032","1569,888",,"280,775","10,43",,,,,"57,85","0,433",,,,
Spain,1,2020-04-01,"762,2477393","40,91",-82,,,ESP,Europe,104118,"7800,429",9387,820,"2227,351","175,312","166,871","200,812","19,745","17,542","1,4",,,,,,,,,322901,25723,"6,908","0,55",23102,"0,494","0,364","2,7",tests performed,,,,,,,,,,,,,,"85,19",46745211,"93,105","45,5","19,436","13,799","34272,36",1,"99,403","7,17","27,4","31,4",,"2,97","83,56","0,904",,,,
Spain,3,2020-11-06,"331,2479348","95,07",-40,,,ESP,Europe,1328832,"20450,571",38833,"422,143","28427,126","481,675","437,49","830,738","7,423","9,031","1,11",2932,"62,723",16535,"353,726",1559,"33,351",14312,"306,17",15355241,206348,"328,488","4,414",167755,"3,589","0,135","7,4",tests performed,,,,,,,,,,,,,,"71,3",46745211,"93,105","45,5","19,436","13,799","34272,36",1,"99,403","7,17","27,4","31,4",,"2,97","83,56","0,904",,,,
Spain,4,2021-02-06,"447,6100009","96,07",-45,1375877,714571,ESP,Europe,2941990,"28410,143",61386,"438,143","62936,715",0,"607,766","1313,204",0,"9,373","0,86",4744,"101,486",22163,"474,123",1983,"42,421",16616,"355,459",30728815,164894,"657,368","3,528",235719,"5,043","0,106","9,4",tests performed,,,,,,71691,,,,,1534,10354,"0,022","71,3",46745211,"93,105","45,5","19,436","13,799","34272,36",1,"99,403","7,17","27,4","31,4",,"2,97","83,56","0,904",,,,
Spain,7,2021-08-27,"113,2147502","70,39",-14,36450458,32659431,ESP,Europe,4831809,"8765,143",84000,"123,429","103364,792","202,994","187,509","1796,976","2,974","2,64","0,77",1681,"35,961",5421,"115,969",621,"13,285",4803,"102,748",56361919,125609,"1205,726","2,687",114842,"2,457","0,088","11,4",tests performed,,,,,,273524,,,,,5851,108089,"0,231","47,69",46745211,"93,105","45,5","19,436","13,799","34272,36",1,"99,403","7,17","27,4","31,4",,"2,97","83,56","0,904",,,,
Spain,9,2022-02-14,"265,2268443","70,74",-12,40806373,38357990,ESP,Europe,10672906,"39633,571",96596,"289,429","228320,843","1469,798","847,864","2066,436","12,857","6,192","0,71",1457,"31,169",9940,"212,642",549,"11,745",7528,"161,043",84470919,157966,"1807,05","3,379",130530,"2,792","0,238","4,2",tests performed,91619524,41007734,38385465,23423165,47870,74019,196,"87,73","82,12","50,11",1583,6067,"0,013","46,76",46745211,"93,105","45,5","19,436","13,799","34272,36",1,"99,403","7,17","27,4","31,4",,"2,97","83,56","0,904",,,,
Sri Lanka,10,2021-06-14,"60,8759834","86,1",-77,2285572,544898,LKA,Asia,225922,"2563,286",2260,"67,286","10509,317","106,246","119,238","105,129","5,768","3,13","0,92",,,,,,,,,3808630,18938,"177,168","0,881",21663,"1,008","0,1183","8,5",tests performed,2830470,2285572,544898,,61087,75569,"13,17","10,63","2,53",,3515,48198,"0,224","85,19",21497306,"341,955","34,1","10,069","5,331","11669,077","0,7","197,093","10,68","0,3",27,,"3,6","76,98","0,782",,,,
Sri Lanka,11,2021-08-28,"196,0125106","85,77",-82,12504871,6873138,LKA,Asia,421557,5123,8583,200,"19609,759","213,794","238,309","399,259","9,862","9,303","1,09",,,,,,,,,5305389,20694,"246,793","0,963",21157,"0,984","0,2421","4,1",tests performed,19163620,12290482,6873138,,444203,225133,"89,14","57,17","31,97",,10473,31016,"0,144","86,11",21497306,"341,955","34,1","10,069","5,331","11669,077","0,7","197,093","10,68","0,3",27,,"3,6","76,98","0,782",,,,
Suriname,5,2020-09-04,"1,910069055","77,96",-32,,,SUR,South America,4252,"57,714",75,"1,286","7184,884","62,521","97,524","126,732","3,38","2,173","0,79",,,,,,,,,4169,364,"7,045","0,615",167,"0,282","0,234","4,3",tests performed,,,,,,,,,,,,,,"96,3",591798,"3,612","29,6","6,933","4,229","13767,119",,"258,314","12,54","7,4","42,9","67,779","3,1","71,68","0,738",,,,
Suriname,7,2021-01-10,"1,301815449","73,46",-29,0,0,SUR,South America,7008,"87,857",133,"1,429","11841,878","101,386","148,458","224,739","1,69","2,414","1,15",,,,,,,,,,,,,44,"0,074",,,tests performed,,,,,,,,,,,,,,"67,59",591798,"3,612","29,6","6,933","4,229","13767,119",,"258,314","12,54","7,4","42,9","67,779","3,1","71,68","0,738",,,,
Suriname,11,2021-06-12,"7,86874638","73,91",-17,102120,25297,SUR,South America,18110,"259,714",393,"7,714","30601,658","525,517","438,856","664,078","5,069","13,035","1,03",,,,,,,,,,,,,67,"0,113",,,tests performed,127078,101781,25297,,,4339,"21,47","17,2","4,27",,7332,3824,"0,646","81,48",591798,"3,612","29,6","6,933","4,229","13767,119",,"258,314","12,54","7,4","42,9","67,779","3,1","71,68","0,738",,,,
Suriname,13,2021-10-09,"8,123177539","73,51",-13,236657,178735,SUR,South America,44270,"310,429",960,"8,429","74805,93","395,405","524,552","1622,175","11,828","14,242","0,99",,,,,,,,,,,,,295,"0,498",,,tests performed,415053,236318,178735,,741,1625,"70,13","39,93","30,2",,2746,870,"0,147","58,33",591798,"3,612","29,6","6,933","4,229","13767,119",,"258,314","12,54","7,4","42,9","67,779","3,1","71,68","0,738",,,,
Suriname,14,2022-01-23,"3,413708817","73,72",-2,264420,231957,SUR,South America,70074,"885,143",1239,"3,714","118408,646","562,692","1495,684","2093,62","3,38","6,276","0,91",,,,,,,,,65309,946,"110,357","1,599",789,"1,333","0,485","2,1",tests performed,,,,,,204,,,,,345,86,"0,015","60,19",591798,"3,612","29,6","6,933","4,229","13767,119",,"258,314","12,54","7,4","42,9","67,779","3,1","71,68","0,738",,,,
Sweden,1,2020-04-20,"91,13621025","1,24",-24,,,SWE,Europe,15124,"539,286",1580,"94,429","1488,559","45,373","53,078","155,509","3,937","9,294","1,12",539,"53,05",2319,"228,244",,,,,,,,,,,,,,,,,,,,,,,,,,,"64,81",10160159,"24,718",41,"19,985","13,433","46949,283","0,5","133,982","4,79","18,8","18,9",,"2,22","82,8","0,945",,,,
Sweden,7,2021-01-15,"114,3274632","7,14",-36,97562,63,SWE,Europe,523486,"4859,286",10323,"127,143","51523,406","462,886","478,269","1016,027","13,582","12,514","0,99",355,"34,94",2577,"253,638",,,,,4628094,29567,"455,514","2,91",29826,"2,936","0,1629","6,1",tests performed,,,,,,9313,,,,,917,7973,"0,078","69,44",10160159,"24,718",41,"19,985","13,433","46949,283","0,5","133,982","4,79","18,8","18,9",,"2,22","82,8","0,945",,,,
Sweden,15,2022-03-01,"46,65055619","2,62",-14,7836838,7366628,SWE,Europe,2448182,"2402,429",17242,"44,143","240959,024","692,903","236,456","1697,021","9,842","4,345","0,55",67,"6,594",1319,"129,821",,,,,18004764,6878,"1772,095","0,677",7956,"0,783","0,302","3,3",tests performed,,,,,,22625,,,,,2227,579,"0,006","19,44",10160159,"24,718",41,"19,985","13,433","46949,283","0,5","133,982","4,79","18,8","18,9",,"2,22","82,8","0,945",,,,
Switzerland,1,2020-04-05,"52,17828092","3,92",-31,,,CHE,Europe,21100,"895,857",771,"56,429","2420,976","68,269","102,789","88,463","5,966","6,475","0,91",466,"53,468",1616,"185,417",,,673,"77,219",,,,,,,,,,,,,,,,,,,,,,,"73,15",8715494,"214,243","43,1","18,436","12,644","57410,166",,"99,739","5,59","22,6","28,9",,"4,53","83,78","0,955",-116,"-0,57","43,07","-13,30962995"
Switzerland,6,2020-12-14,"93,99154143","58,71",-10,0,1,CHE,Europe,384557,"4321,571",6345,"94,571","44123,374","1230,682","495,849","728,014","12,621","10,851","1,07",477,"54,73",2910,"333,888",,,1204,"138,145",2762372,31993,"316,95","3,671",30385,"3,486","0,149","6,7",tests performed,,,,,,,,,,,,,,"60,19",8715494,"214,243","43,1","18,436","12,644","57410,166",,"99,739","5,59","22,6","28,9",,"4,53","83,78","0,955",,,,
Switzerland,13,2021-12-16,"23,07136847","45,08",0,5936959,5580741,CHE,Europe,1165778,"9141,286",11879,"23,286","133759,257","1270,955","1048,855","1362,975","2,868","2,672","1,12",294,"33,733",1627,"186,679",,,841,"96,495",13486880,73625,"1547,46","8,448",60675,"6,962","0,167",6,tests performed,13006098,5926484,5788278,1454886,89329,69519,"149,23",68,"66,41","16,69",7976,4320,"0,05",50,8715494,"214,243","43,1","18,436","12,644","57410,166",,"99,739","5,59","22,6","28,9",,"4,53","83,78","0,955",,,,
Syria,7,2020-12-17,"11,80724625","55,7",-11,0,0,SYR,Asia,9759,"138,857",571,"13,571","533,988","8,536","7,598","31,244","0,93","0,743","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,35",18275704,,"21,7",,"2,577",,,"376,264",,,,"70,598","1,5","72,7","0,567",,,,
Syria,10,2021-04-22,"11,56812698","54,4",-16,8866,1127,SYR,Asia,21725,"144,571",1496,"11,714","1188,737","7,715","7,911","81,857","0,711","0,641",1,,,,,,,,,,,,,,,,,,,,,,,455,,,,,25,455,"0,002","57,87",18275704,,"21,7",,"2,577",,,"376,264",,,,"70,598","1,5","72,7","0,567",,,,
Syria,13,2021-10-19,"11,67418338","41,36",11,717666,411386,SYR,Asia,39902,"341,857",2446,"12,571","2183,336","22,653","18,706","133,839","0,93","0,688","1,07",,,,,,,,,,,,,,,,,,,,,,,1050,,,,,57,481,"0,003","60,65",18275704,,"21,7",,"2,577",,,"376,264",,,,"70,598","1,5","72,7","0,567",,,,
Taiwan,8,2021-06-08,"22,74930756","96,81",-41,743578,22093,TWN,Asia,11694,"407,429",308,"24,429","490,212","8,51","17,079","12,911","0,922","1,024","0,94",,,,,,,,,759870,31911,"31,854","1,338",27082,"1,135","0,015","66,5",people tested,743578,743578,,,18759,30264,"3,12","3,12",,,1269,30264,"0,127","71,3",23855008,,"42,2",,"8,353",,,"103,957",,,,,,"80,46",,,,,
Taiwan,16,2022-06-06,"140,6870242","88,84",-9,20222878,19009506,TWN,Asia,2457881,72218,3090,"132,143","103034,172","2222,175","3027,373","129,533","6,33","5,539","1,05",,,,,,,,,11801695,105468,"494,726","4,421",88927,"3,728","0,8121","1,2",people tested,55724988,20958720,19060956,15705312,116694,112921,"233,6","87,86","79,9","65,84",4734,61422,"0,257","26,85",23855008,,"42,2",,"8,353",,,"103,957",,,,,,"80,46",,,,,
Thailand,11,2021-08-26,"252,6544831",87,-36,22552587,6860084,THA,Asia,1120869,"18715,714",10314,"246,857","16023,667","264,486","267,555","147,446","3,274","3,529","0,93",,,,,,,,,12113266,59708,"173,168","0,854",57685,"0,825","0,3244","3,1",tests performed,29504769,22070573,6860084,574112,669189,526586,"42,18","31,55","9,81","0,82",7528,354938,"0,507","75,93",69950844,"135,132","40,1","11,373","6,89","16277,671","0,1","109,861","7,04","1,9","38,8","90,67","2,1","77,15","0,777",,,,
Thailand,12,2022-04-19,"122,5023526","77,54",-17,56376475,50629693,THA,Asia,4084299,22635,27263,"139,143","58388,13","292,42","323,584","389,745","1,83","1,989","0,89",,,,,,,,,23775125,58479,"339,883","0,836",40549,"0,58","0,5582","1,8",tests performed,131528434,55894512,50629694,25004228,131125,44401,"188,03","79,91","72,38","35,75",635,5862,"0,008","40,28",69950844,"135,132","40,1","11,373","6,89","16277,671","0,1","109,861","7,04","1,9","38,8","90,67","2,1","77,15","0,777",,,,
Timor,2,2021-05-17,"0,5365123618","80,84",-38,132835,124865,TLS,Asia,4589,"176,571",10,"0,714","3414,752","97,479","131,39","7,441",0,"0,532","1,19",,,,,,,,,,,,,,,,,,47908,47908,,,,1236,"3,56","3,56",,,920,1236,"0,092","78,7",1343875,"87,176",18,"3,556","1,897","6570,102","30,3","335,346","6,86","6,3","78,1","28,178","5,9","69,5","0,606",,,,
Timor,4,2021-08-31,"2,326645967","72,17",-39,185027,173925,TLS,Asia,16682,"249,571",67,"2,286","12413,357","124,268","185,71","49,856","2,232","1,701","0,94",,,,,,,,,184871,,"137,566",,1224,"0,911","0,2039","4,9",tests performed,588299,389989,198310,,,4502,"43,78","29,02","14,76",,3350,2088,"0,155","68,98",1343875,"87,176",18,"3,556","1,897","6570,102","30,3","335,346","6,86","6,3","78,1","28,178","5,9","69,5","0,606",,,,
Timor,6,2022-02-25,"0,299289776","70,67",-11,221378,208095,TLS,Asia,22584,"46,143",126,"0,143","16805,134",0,"34,336","93,759",0,"0,106","0,6",,,,,,,,,,,,,518,"0,385","0,0891","11,2",tests performed,,,,,,954,,,,,710,361,"0,027","36,11",1343875,"87,176",18,"3,556","1,897","6570,102","30,3","335,346","6,86","6,3","78,1","28,178","5,9","69,5","0,606",,,,
