index,location,peak_date,n_peak,peak_magnitude,peak_magnitude_norm,cluster_fd_km,cluster_fd_agg,cluster_fd_jenks,cluster_sturges_jenks,cluster_scott_jenks,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
447,Bulgaria,2022-01-25,4,8470.22188519604,12.281637816008,3,1,17,4,6,46.8,-17,2205988,1980511,BGR,Europe,903676,8841571,32869,75857,131031058,1797828,1282009,4765934,10585,10999,1.17,517,74964,5327,772403,,,,,,,,,30627,4441,0.2887,3.5,tests performed,4114896,,1980511,580808,10657,10745,59.67,,28.72,8.42,1558,2196,32,50,6896655,65.18,44.7,20801,13272,18563307,1.5,424688,5.81,30.1,44.4,,7454,75.05,816,,,,
454,Burkina Faso,2020-12-20,1,159.1235454615,0.0740209459265593,8,32,1,1,1,33.52,13,0,0,BFA,Africa,5160,161429,76,714,240032,9583,7509,3535,93,33,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,21497097,70151,17.6,2409,1358,1703102,43.7,269048,2.42,1.6,23.9,11877,0.4,61.58,452,,,,
463,Burkina Faso,2022-01-06,2,166.885118324119,0.0776314673205033,8,32,1,1,1,14.16,39,1185689,736162,BFA,Africa,18637,143571,333,2143,866954,0,6679,15.49,0,0.1,0.39,,,,,,,,,,,,,,,,,,,,,,,9770,,,,,454,9408,44,13.89,21497097,70151,17.6,2409,1358,1703102,43.7,269048,2.42,1.6,23.9,11877,0.4,61.58,452,,,,
498,Cambodia,2021-06-03,1,645.895312084493,0.381139096707648,29,13,2,1,1,79.8,-34,2688014,2094573,KHM,Asia,32189,650143,236,6,1899454,43018,38365,13926,354,354,1.09,,,,,,,,,1173413,5785,69242,341,6233,368,0.1043,9.6,tests performed,4782587,2688014,2094573,,58643,80408,28.22,15.86,12.36,,4745,38533,227,66.2,16946446,90672,25.6,4412,2385,3645.07,,270892,4,2,33.7,66229,0.8,69.82,594,,,,
500,Cambodia,2021-09-22,2,688.1121532209,0.406051011062083,29,13,2,1,1,77.04,-35,12702596,10624382,KHM,Asia,105981,648286,2154,12429,6253878,37589,38255,127106,826,733,1.02,,,,,,,,,,,,,3435,203,0.1887,5.3,tests performed,23099813,12666817,10624382,849610,281153,272988,136.31,74.75,62.69,5.01,16109,165803,978,69.44,16946446,90672,25.6,4412,2385,3645.07,,270892,4,2,33.7,66229,0.8,69.82,594,,,,
501,Cambodia,2022-02-22,3,456.037483167242,0.269105087383657,8,13,1,1,1,62.43,-16,14437616,13571359,KHM,Asia,127575,490857,3022,1,7528127,35288,28965,178326,118,59,1.37,,,,,,,,,2846617,2334,167977,138,2788,165,0.1761,5.7,tests performed,34509791,14401837,13827084,7334021,125602,66823,203.64,84.98,81.59,43.28,3943,2387,14,29.63,16946446,90672,25.6,4412,2385,3645.07,,270892,4,2,33.7,66229,0.8,69.82,594,,,,
514,Cameroon,2021-03-31,1,1155.73427738442,0.424523639018909,29,13,2,1,1,31.6,2,0,0,CMR,Africa,47669,1006714,721,17143,1750975,0,36979,26484,0,0.63,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,27224262,50885,18.8,3165,1919,3364926,23.8,244661,7.2,,,2735,1.3,59.29,563,,,,
519,Cameroon,2021-10-01,2,644.99039515848,0.236917494828135,8,13,1,1,1,25.88,20,386982,84408,CMR,Africa,92303,984143,1459,13,3390468,0,36149,53592,0,478,0.54,,,,,,,,,,,,,,,,,,,,,,,1610,,,,,59,1450,5,38.89,27224262,50885,18.8,3165,1919,3364926,23.8,244661,7.2,,,2735,1.3,59.29,563,,,,
522,Cameroon,2022-01-23,3,373.642614896854,0.137246186837628,8,32,1,1,1,23.74,33,903977,697097,CMR,Africa,114113,635286,1867,2,4191592,0,23335,68579,0,73,0.43,,,,,,,,,,,,,,,,,,,,,,,6236,,,,,229,7159,26,30.56,27224262,50885,18.8,3165,1919,3364926,23.8,244661,7.2,,,2735,1.3,59.29,563,,,,
530,Canada,2021-01-05,1,7685.57505922581,2.01891158551976,1,12,4,2,2,84.92,-48,156677,6,CAN,North America,629266,7675143,17410,139143,16530089,197752,201617,457341,4334,3655,1.07,859,22565,4457,117.08,,,,,18514140,83429,486345,2192,103907,2.73,0.0739,13.5,tests performed,156845,156839,6,,17879,12108,0.41,0.41,0,,318,12107,32,72.69,38067913,4037,41.4,16984,10797,44017591,0.5,105599,7.37,12,16.6,,2.5,82.43,929,,,,
531,Canada,2021-04-15,2,8474.58761716146,2.22617604940976,1,7,4,2,2,80.28,-33,8402488,900049,CAN,North America,1109740,8861429,24364,62143,29151585,256279,232779,640014,1813,1632,1.11,1117,29342,3766,98928,,,,,29498439,133832,774.89,3516,131479,3454,0.0674,14.8,tests performed,9310518,8408387,902084,47,309827,278866,24.46,22.09,2.37,0,7325,263685,693,75.46,38067913,4037,41.4,16984,10797,44017591,0.5,105599,7.37,12,16.6,,2.5,82.43,929,,,,
532,Canada,2021-09-17,3,4315.08457239027,1.1335227577068,21,6,3,1,2,65.7,-15,28678189,26352475,CAN,North America,1574529,4433,27525,26857,41361054,131896,116.45,723.05,1261,706,1.1,712,18703,2126,55848,,,,,41973569,112092,1102597,2945,92696,2435,0.0478,20.9,tests performed,55085874,28618603,26380792,86479,159219,91781,144.7,75.18,69.3,0.23,2411,36644,96,72.69,38067913,4037,41.4,16984,10797,44017591,0.5,105599,7.37,12,16.6,,2.5,82.43,929,,,,
533,Canada,2022-01-05,4,37423.188753957,9.83063840509381,10,11,14,4,5,79.61,-25,31889685,29467043,CAN,North America,2412242,39199571,30955,69429,63366804,1048626,1029727,813152,3415,1824,1.27,701,18414,5083,133525,,,,,53527515,137777,1406106,3619,159916,4201,0.2451,4.1,tests performed,70031151,31818961,29489571,8722619,392383,266221,183.96,83.58,77.47,22.91,6993,16225,43,78.24,38067913,4037,41.4,16984,10797,44017591,0.5,105599,7.37,12,16.6,,2.5,82.43,929,,,,
534,Canada,2022-04-16,5,12291.9580058358,3.22895505352127,22,28,6,2,3,44.37,-19,33361793,31243831,CAN,North America,3644519,14205714,38392,66429,95737295,438348,373168,1008513,1996,1745,0.86,448,11768,5696,149627,,,,,60251126,7471,1582727,196,45447,1194,0.3126,3.2,tests performed,83009859,32603573,31244577,19161709,42182,65176,218.06,85.65,82.08,50.34,1712,1494,4,42.59,38067913,4037,41.4,16984,10797,44017591,0.5,105599,7.37,12,16.6,,2.5,82.43,929,,,,
540,Cape Verde,2020-10-13,1,97.7391854462972,1.73943782706023,32,12,4,1,2,70.2,-43,,,CPV,Africa,7254,105143,77,1143,12909747,176188,187.12,137035,3559,2034,1.07,,,,,,,,,,561,,998,507,902,0.2074,4.8,tests performed,,,,,,,,,,,,,,68.52,561901,135.58,25.7,4.46,3437,6222554,,182219,2.42,2.1,16.5,,2.1,72.98,665,,,,
543,Cape Verde,2021-04-30,2,284.08330226837,5.05575363397414,31,4,9,3,4,61.5,-40,14618,2015,CPV,Africa,23882,299714,217,2286,42502149,583733,533393,386189,7119,4068,1.11,,,,,,,,,,,,,,,,,tests performed,,,,,,390,,,,,694,336,0.06,59.26,561901,135.58,25.7,4.46,3437,6222554,,182219,2.42,2.1,16.5,,2.1,72.98,665,,,,
545,Cape Verde,2022-01-06,3,823.861157219477,14.6620340098964,16,16,18,5,7,45.43,-9,317822,260298,CPV,Africa,47376,948286,358,857,84313785,2468406,1687638,637123,3559,1525,1.83,,,,,,,,,,,,,,,,,tests performed,,,,,,968,,,,,1723,690,123,62.96,561901,135.58,25.7,4.46,3437,6222554,,182219,2.42,2.1,16.5,,2.1,72.98,665,,,,
588,Central African Republic,2021-08-10,1,301.281890563091,0.612363184217948,29,6,2,1,1,70.19,12,95377,6700,CAF,Africa,11195,577714,98,0,2275413,821953,117422,19919,0,0,0.12,,,,,,,,,,,,,,,,,,,,,,,81,,,,,16,988,0.02,24.07,4919987,7479,18.3,3655,2251,661.24,,435727,6.1,,,16603,1,53.28,397,,,,
593,Central African Republic,2022-01-14,2,79.7471935284496,0.162088220006373,8,32,1,1,1,70.28,20,619991,487076,CAF,Africa,13319,123571,108,1,2707121,135976,25116,21951,407,203,0.51,,,,,,,,,79140,,16085,,,,,,tests performed,,,,,,3596,,,,,731,3314,67,18.52,4919987,7479,18.3,3655,2251,661.24,,435727,6.1,,,16603,1,53.28,397,,,,
595,Chad,2020-05-13,1,25.6034439003185,0.0151365454360843,8,32,1,1,1,69.1,-23,,,TCD,Africa,372,28857,42,3571,21992,887,1706,2483,118,211,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.04,16914985,11833,16.7,2486,1446,1768153,38.4,280995,6.1,,,5818,,54.24,398,,,,
601,Chad,2021-01-12,2,48.087563126637,0.0284289717824976,8,32,1,1,1,57.87,-5,0,0,TCD,Africa,2668,54143,108,429,157.73,4.67,3201,6385,59,25,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.07,16914985,11833,16.7,2486,1446,1768153,38.4,280995,6.1,,,5818,,54.24,398,,,,
611,Chad,2021-12-03,3,43.9222189976722,0.0259664545949477,8,32,1,1,1,25.16,29,195340,75584,TCD,Africa,5703,85143,181,857,337157,35235,5034,10701,355,51,0.04,,,,,,,,,,,,,,,,,,,,,,,1972,,,,,117,1522,9,22.22,16914985,11833,16.7,2486,1446,1768153,38.4,280995,6.1,,,5818,,54.24,398,,,,
616,Chile,2020-06-07,1,6011.11009382631,3.12877203429037,22,28,6,2,3,93.15,-60,,,CHL,South America,166756,6172286,1637,83286,8679.62,333379,321266,85206,4997,4335,1.15,1558,81094,,,804,41848,4247,221056,700750,21265,36474,1107,18002,937,0.3429,2.9,tests performed,,,,,,,,,,,,,,78.24,19212362,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11,80.18,851,4543,9.77,62.53,236.4623361
620,Chile,2021-04-09,2,7025.10977811723,3.65655705327499,12,17,7,2,3,94.08,-42,7428664,4662181,CHL,South America,1060421,6990857,24108,98143,55194723,476308,363873,1254817,6714,5108,1.05,3075,160053,,,1592,82863,4486,233495,11743832,77899,611264,4055,57107,2972,0.1224,8.2,tests performed,12034523,7372164,4662359,,219104,174521,62.64,38.37,24.27,,9084,59775,311,81.94,19212362,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11,80.18,851,,,,
623,Chile,2022-02-10,3,34325.4981112097,17.866360269086,13,22,20,5,7,87.27,1,16869348,15857187,CHL,South America,2504168,35166143,40273,64143,130341496,1981537,1830391,2096202,8432,3339,1.14,720,37476,,,436,22694,3463,180249,30910518,129605,1608887,6746,124301,6.47,0.2829,3.5,tests performed,47336602,17695445,17077207,13138210,70096,60667,246.39,92.1,88.89,68.38,3158,6300,33,30.09,19212362,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11,80.18,851,,,,
624,Chile,2022-06-06,4,8579.65294101218,4.46569398443158,23,23,8,2,3,77.29,20,16869348,15857187,CHL,South America,3756220,8221857,57991,14857,195510578,395631,427946,3018421,937,773,1.22,163,8484,,,97,5049,,,38718740,50296,2015303,2618,60083,3127,0.1368,7.3,tests performed,57555373,17973950,17539441,22616686,174190,147581,299.57,93.55,91.29,117.72,7682,1650,9,27.31,19212362,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11,80.18,851,,,,
625,China,2020-02-10,1,3470.62073504358,0.0240311732450382,8,32,1,1,1,68.18,-80,,,CHN,Asia,42306,3230429,1011,83714,29293,1742,2237,0.7,74,58,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147674,38.7,10641,5929,15308712,0.7,261899,9.74,1.9,48.4,,4.34,76.91,761,,,,
640,China,2022-04-14,2,23408.0697595632,0.162081489931783,8,32,1,1,1,58.68,-60,1292981862,1215402950,CHN,Asia,517880,26469143,4638,0,358589,20.44,18328,3211,0,0,1.13,,,,,,,,,,,,,,,,,,3308616000,,,,2732000,2736143,229.09,,,,1895,256626,18,79.17,1444216102,147674,38.7,10641,5929,15308712,0.7,261899,9.74,1.9,48.4,,4.34,76.91,761,,,,
644,Colombia,2021-01-15,1,16464.9601308007,3.21168243993124,22,28,6,2,3,87.22,-32,0,0,COL,South America,1870179,16373,47868,348143,36480022,411151,319374,933721,7354,6791,1.11,,,,,,,,,8974305,86722,175054,1692,64303,1254,289,3.5,tests performed,,,,,,,,,,,,,,81.02,51265841,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,,,,
646,Colombia,2021-06-24,2,29096.1936911612,5.67555181454279,25,4,10,3,4,83.26,3,10952297,5566656,COL,South America,4060013,28598429,102636,640,79195287,643645,557846,2002035,13.44,12484,1.06,,,,,,,,,19238762,119377,375274,2329,104057,2.03,331,3,tests performed,16365857,10799201,5566656,,327040,329079,31.92,21.07,10.86,,6419,151864,296,59.26,51265841,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,,,,
648,Colombia,2022-01-15,3,28375.0700060592,5.53488823211916,31,4,9,3,4,72.47,19,39380312,29932016,COL,South America,5511479,30206714,130860,81714,107507824,693932,589217,2552577,2516,1594,1.34,,,,,,,,,30928838,55670,603303,1086,102199,1994,381,2.6,tests performed,68156006,39227216,29932016,4485722,251589,246961,132.95,76.52,58.39,8.75,4817,62423,122,62.04,51265841,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,,,,
673,Congo,2020-07-16,1,78.5394132425386,0.13883538487252,8,32,1,1,1,53.24,-20,,,COG,Africa,2358,76714,48,143,416827,24041,13561,8485,177,25,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.15,5657017,15405,19,3402,2063,4881406,37,344094,7.2,1.7,52.3,47964,,64.57,574,,,,
689,Congo,2021-10-22,2,125.382854325761,0.221641289615642,8,13,1,1,1,34.06,18,296728,120492,COG,Africa,16408,127714,239,2429,2900469,0,22576,42248,0,429,0.88,,,,,,,,,,,,,,,,,,,,,,,2400,,,,,424,2283,0.04,35.19,5657017,15405,19,3402,2063,4881406,37,344094,7.2,1.7,52.3,47964,,64.57,574,,,,
690,Congo,2022-01-06,3,177.755494248631,0.314221248139489,29,13,1,1,1,34.73,21,632936,593287,COG,Africa,21277,169714,369,286,3761.17,0,30001,65229,0,51,0.62,,,,,,,,,,,,,,,,,,,,,,,1122,,,,,198,1104,0.02,51.85,5657017,15405,19,3402,2063,4881406,37,344094,7.2,1.7,52.3,47964,,64.57,574,,,,
705,Costa Rica,2021-09-15,1,2301.8558812351,4.47914407816985,23,23,8,2,3,84.05,-24,3186909,1806341,CRI,North America,499461,2211,5889,26714,97189307,530253,430235,1145931,7394,5198,1.07,,,,,,,,,1805445,7947,351319,1546,6877,1338,0.27,3.7,people tested,,,,,,58224,,,,,11330,15749,306,54.63,5139053,96079,33.6,9468,5694,15524995,1.3,137973,8.78,6.4,17.4,83841,1.13,80.28,0.81,,,,
706,Costa Rica,2022-01-30,2,5624.17673758383,10.9439944238439,28,18,15,4,6,78.34,-13,4059525,3672941,CRI,North America,682480,5569143,7533,11714,132802678,0,1083.69,1465834,0,2279,1.21,,,,,,,,,2605386,10300,506978,2004,13125,2554,388,2.6,people tested,,,,,,12833,,,,,2497,4792,93,50,5139053,96079,33.6,9468,5694,15524995,1.3,137973,8.78,6.4,17.4,83841,1.13,80.28,0.81,,,,
707,Costa Rica,2022-05-23,3,1824.33258251239,3.5499392252082,12,17,7,2,3,71.83,-4,4333233,4073239,CRI,North America,877533,1624143,8472,4,170757725,0,316039,1648553,0,778,0.03,,,,,,,,,3601705,6920,700.85,1347,11500,2238,151,6.6,people tested,11017624,4437629,4143017,2299181,,17890,214.39,86.35,80.62,44.74,3481,1031,0.02,,5139053,96079,33.6,9468,5694,15524995,1.3,137973,8.78,6.4,17.4,83841,1.13,80.28,0.81,,,,
710,Cote d'Ivoire,2020-06-19,1,279.225561992513,0.103211869281017,8,32,1,1,1,49.11,-9,,,CIV,Africa,6874,312857,49,571,254088,15894,11564,1811,0,21,1.3,,,,,,,,,43075,1632,1592,0.06,1139,42,0.2747,3.6,tests performed,,,,,,,,,,,,,,62.96,27053629,76399,18.7,2933,1582,3601006,28.2,303.74,2.42,,,19351,,57.78,538,,,,
715,Cote d'Ivoire,2021-03-20,2,387.041491458248,0.143064537278251,8,32,1,1,1,31.56,6,2110081,1983477,CIV,Africa,39913,372714,217,857,1475329,17706,13777,8021,37,32,1.1,,,,,,,,,481527,4097,17799,151,3221,119,0.1157,8.6,tests performed,24171,24171,,,1728,1538,0.09,0.09,,,57,1538,6,25.93,27053629,76399,18.7,2933,1582,3601006,28.2,303.74,2.42,,,19351,,57.78,538,,,,
720,Cote d'Ivoire,2021-08-29,3,235.20726908006,0.0869411157667831,8,32,1,1,1,36.58,31,6312167,5988314,CIV,Africa,55108,209,430,5,2036991,9315,7725,15894,222,185,1.17,,,,,,,,,,,,,4090,151,0.0511,19.6,tests performed,,,,,,6436,,,,,238,420,2,17.59,27053629,76399,18.7,2933,1582,3601006,28.2,303.74,2.42,,,19351,,57.78,538,,,,
722,Cote d'Ivoire,2022-01-01,4,876.810040277192,0.324100711323125,29,13,1,1,1,34.11,56,6315788,5991795,CIV,Africa,71815,1138286,718,1571,2654542,29977,42075,26.54,148,58,1.9,,,,,,,,,1236834,3464,45718,128,4033,149,0.2822,3.5,tests performed,7220501,,,,107268,119128,26.69,,,,4403,76279,282,13.89,27053629,76399,18.7,2933,1582,3601006,28.2,303.74,2.42,,,19351,,57.78,538,,,,
729,Croatia,2020-12-06,1,3431.79975180409,8.40785923903966,30,25,13,3,5,36.22,-35,0,0,HRV,Europe,150353,3391571,2174,66,36836265,710251,830.93,532627,17.64,16.17,1.06,,,2543,623031,,,2217,543064,810885,9340,198666,2288,9509,2.33,0.3567,2.8,people tested,,,,,,,,,,,,,,52.78,4081657,73726,44,19724,13053,22669797,0.7,253782,5.59,34.3,39.9,,5.54,78.49,851,2864.3,5.93,72.94,701.7493141
730,Croatia,2021-04-18,2,2130.6168251081,5.21998008433364,31,4,9,3,4,25.15,-7,553883,139647,HRV,Europe,307790,2182,6562,36286,75408.1,383423,534587,1607.68,9555,8.89,1.1,,,2105,515722,,,1636,400857,,,,,8238,2018,0.2649,3.8,people tested,693530,553883,139647,,2265,15050,16.99,13.57,3.42,,3687,10895,267,52.78,4081657,73726,44,19724,13053,22669797,0.7,253782,5.59,34.3,39.9,,5.54,78.49,851,6685.4,9.67,33.2,1637.91323
731,Croatia,2021-11-12,3,5027.53418582879,12.3173852820773,3,1,17,4,6,29.9,5,2034043,1851543,HRV,Europe,528286,5458857,9774,53429,129429298,1579996,1337412,2394616,12985,13.09,1.16,,,2086,511067,,,,,3246065,,795281,,12912,3163,0.4228,2.4,people tested,3817390,2024193,1851543,,,20226,93.53,49.59,45.36,,4955,12162,298,35.19,4081657,73726,44,19724,13053,22669797,0.7,253782,5.59,34.3,39.9,,5.54,78.49,851,,,,
732,Croatia,2022-01-23,4,8294.98399840688,20.3225895718501,9,21,21,6,8,29.98,-1,2298594,2160679,HRV,Europe,877060,8517857,13407,41286,214878418,1738265,2086863,3284695,8.82,10115,1.15,,,1860,455697,,,1422,348334,4109897,14525,1006919,3559,18413,4511,0.4626,2.2,people tested,5046209,2288744,2196911,,1066,11820,123.63,56.07,53.82,,2896,1149,28,37.96,4081657,73726,44,19724,13053,22669797,0.7,253782,5.59,34.3,39.9,,5.54,78.49,851,17590.3,16.4,19.13,4309.597793
746,Cuba,2021-08-04,1,8899.12236519526,7.86315346836842,19,5,12,3,5,76.19,-13,4549702,2777719,CUB,North America,422614,9176571,3091,75857,37341646,827303,810.83,273117,8659,6703,1.09,,,,,,,,,,,,,,,,,,10616592,4539788,2777719,,138962,206753,93.81,40.11,24.54,,18268,147858,1306,65.28,11317498,110408,43.1,14738,9719,,,190968,8.27,17.1,53.3,85198,5.2,78.8,783,,,,
749,Cuba,2022-01-19,2,3144.98841711969,2.77887251857229,22,7,5,2,3,72.77,-4,10549618,9788341,CUB,North America,1008616,3316286,8348,2571,89120051,262.16,293023,737619,265,227,1.25,,,,,,,,,,,,,,,,,,33275888,10539704,9788341,4407695,130102,159219,294.02,93.13,86.49,38.95,14068,4089,36,29.63,11317498,110408,43.1,14738,9719,,,190968,8.27,17.1,53.3,85198,5.2,78.8,783,,,,
750,Cuba,2022-03-26,3,777.082859061397,0.686620716930011,29,6,2,1,1,44.41,9,10640456,9910122,CUB,North America,1086361,810714,8509,429,95989502,84559,71634,751845,88,38,1.13,,,,,,,,,,,,,,,,,,35335766,10630542,9910122,6242511,16126,12454,312.22,93.93,87.56,55.16,1100,837,7,29.63,11317498,110408,43.1,14738,9719,,,190968,8.27,17.1,53.3,85198,5.2,78.8,783,,,,
772,Cyprus,2021-04-22,1,771.940995187865,8.61536481590912,30,25,13,3,5,62.23,-26,170820,59488,CYP,Europe,59834,801571,296,2571,66778645,940843,894606,330355,0,2.87,1.14,38,42.41,296,330355,,,,,4826481,55566,5386667,62015,58625,65429,0.0137,73.1,tests performed,,,,,,4373,,,,,4881,3932,439,69.44,896005,127657,37.3,13416,8563,32415132,,141171,9.24,19.6,52.7,,3.4,80.98,887,,,,
773,Cyprus,2021-07-17,2,956.390453200379,10.6739410293512,28,15,15,4,6,55.18,-12,505592,424614,CYP,Europe,90917,992429,385,571,101469.3,1063.61,1107615,429685,1116,638,1.23,20,22321,203,226561,,,,,9169540,72874,10233804,81332,66010,73671,15,66.5,tests performed,925470,500856,424614,,,5480,103.29,55.9,47.39,,6116,3084,344,51.85,896005,127657,37.3,13416,8563,32415132,,141171,9.24,19.6,52.7,,3.4,80.98,887,,,,
774,Cyprus,2022-01-06,3,3839.90502499566,42.8558437173415,2,30,28,8,10,30.97,-20,654034,614792,CYP,Europe,192157,4339714,650,2,214459741,4215378,4843404,725442,0,2232,1.41,31,34598,235,262275,,,,,20027121,77255,22351573,86222,113489,126661,0.0382,26.2,tests performed,,,,,,3393,,,,,3787,526,59,45.37,896005,127657,37.3,13416,8563,32415132,,141171,9.24,19.6,52.7,,3.4,80.98,887,,,,
776,Cyprus,2022-03-26,4,4358.20205016617,48.6403764506467,11,9,29,9,11,53.21,-12,692970,651392,CYP,Europe,405706,4578286,932,2286,452794348,5772289,5109665,1040173,2232,2551,1.13,6,6696,169,188615,,,,,28016194,82488,31267899,92062,85617,95554,0.0535,18.7,tests performed,,,,,,28,,,,,31,80,9,38.89,896005,127657,37.3,13416,8563,32415132,,141171,9.24,19.6,52.7,,3.4,80.98,887,,,,
781,Czechia,2020-10-27,1,11755.1617037605,10.9609805683841,28,18,15,4,6,50.98,-42,,,CZE,Europe,284033,12869571,2547,132571,26484367,1460.48,1200.01,237492,16.97,12361,1.18,876,81682,6533,609163,611,56972,6382,595083,1723291,47498,160687,4429,40115,3.74,321,3.1,tests performed,,,,,,,,,,,,,,73.15,10724553,137176,43.3,19027,11.58,32605906,,227485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
782,Czechia,2021-01-06,2,10794.5014552974,10.0652227233129,10,11,14,4,6,51.48,-45,28349,4,CZE,Europe,776967,10763571,12436,143857,72447495,1616105,1003638,1159582,16691,13414,1.19,1154,107604,7404,690378,572,53336,6087,567576,4535223,69093,422882,6443,51141,4769,214,4.7,tests performed,28358,28354,4,,5847,2540,0.26,0.26,0,,237,2540,24,73.15,10724553,137176,43.3,19027,11.58,32605906,,227485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
783,Czechia,2021-03-03,3,11810.6542050628,11.0127239849183,28,18,15,4,6,54.69,-42,502932,256973,CZE,Europe,1269058,12100857,20941,179857,118332018,1567991,1128332,1952622,22379,16771,1.1,1628,151801,8477,790429,708,66017,6618,617089,8086344,118619,754003,11061,94414,8804,131,7.6,tests performed,759896,502921,256975,,35468,20122,7.09,4.69,2.4,,1876,16759,156,75,10724553,137176,43.3,19027,11.58,32605906,,227485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
785,Czechia,2021-11-26,4,17293.4198105017,16.1250728216847,27,31,19,5,7,35,-7,6647319,6248480,CZE,Europe,2089857,18863,32643,109143,194866583,2591.53,1758861,3043763,11189,10177,1.21,912,85039,6437,600211,433,40375,5029,468924,44059227,129734,4108258,12097,117150,10924,158,6.3,tests performed,13383561,6633560,6351994,780351,71532,47564,124.79,61.85,59.23,7.28,4435,16106,0.15,52.78,10724553,137176,43.3,19027,11.58,32605906,,227485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
786,Czechia,2022-01-31,5,33091.5844382139,30.8559102073661,24,10,26,7,9,31.51,-16,6942309,6525770,CZE,Europe,3013454,35664857,37209,22714,280986443,2239534,3325533,3469515,2331,2118,1.27,314,29279,2865,267144,212,19768,2858,266491,50465606,175359,4705614,16351,152259,14197,233,4.3,tests performed,17063049,6928591,6787829,3755275,30215,31481,159.1,64.6,63.29,35.02,2935,1765,16,41.67,10724553,137176,43.3,19027,11.58,32605906,,227485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
789,Democratic Republic of Congo,2020-06-02,1,129.513418242885,0.0140199439120577,8,32,1,1,1,34.13,-24,,,COD,Africa,3326,131857,72,571,36004,1418,1427,779,0,6,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.56,92377986,35879,17,3.02,1745,808133,77.1,318949,6.1,,,4472,,60.68,0.48,,,,
794,Democratic Republic of Congo,2021-01-11,2,197.169783484287,0.0213438062488488,8,32,1,1,1,37.33,-7,0,0,COD,Africa,19496,191857,619,2857,211046,0.65,2077,6701,87,31,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,92377986,35879,17,3.02,1745,808133,77.1,318949,6.1,,,4472,,60.68,0.48,,,,
797,Democratic Republic of Congo,2021-06-21,3,339.010902891531,0.0366982348902401,8,32,1,1,1,45.78,1,46137,1685,COD,Africa,37926,322571,879,4714,410552,1267,3492,9515,0,51,1.15,,,,,,,,,,,,,,,,,,,,,,,1294,,,,,14,1092,1,41.67,92377986,35879,17,3.02,1745,808133,77.1,318949,6.1,,,4472,,60.68,0.48,,,,
801,Democratic Republic of Congo,2021-12-22,4,788.724452760815,0.0853801307987831,8,32,1,1,1,39.76,58,217382,97680,COD,Africa,67298,766571,1126,1143,728507,0,8298,12189,0,12,1.05,,,,,,,,,,,,,,,,,,282310,217382,97680,,,3148,0.31,0.24,0.11,,34,2640,3,38.89,92377986,35879,17,3.02,1745,808133,77.1,318949,6.1,,,4472,,60.68,0.48,,,,
